board_id,arm_id,stratum,setup_source,player_color,ordinal,match_id,opponent_policy,outcome,effective_score,winner,terminal_reason,plies,player_decisions,seconds,player_seconds,seconds_per_player_move,c1_forwards
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=00,direct_c1,phase9_selfplay,neutral,blue,0,m-b4e99c9ccfba2b6b46cfec3c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,438,219,0.7943,0.3782,0.00173,219
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=00,search_agent1c_medium,phase9_selfplay,neutral,blue,0,m-b4e99c9ccfba2b6b46cfec3c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,262,131,114.7019,110.1813,0.84108,299005
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=00,search_agent1c_small,phase9_selfplay,neutral,blue,0,m-b4e99c9ccfba2b6b46cfec3c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,302,151,51.1552,50.7947,0.33639,133327
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=00,search_agent1c_tiny,phase9_selfplay,neutral,blue,0,m-b4e99c9ccfba2b6b46cfec3c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,220,110,14.572,13.7973,0.12543,34942
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=01,direct_c1,phase9_selfplay,neutral,blue,1,m-56b0ca351ff8d302e727c76b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,319,159,0.6215,0.293,0.00184,159
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=01,search_agent1c_medium,phase9_selfplay,neutral,blue,1,m-56b0ca351ff8d302e727c76b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,172,86,70.9602,70.7366,0.82252,182768
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=01,search_agent1c_small,phase9_selfplay,neutral,blue,1,m-56b0ca351ff8d302e727c76b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,102,51,16.8722,16.7438,0.32831,41803
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=01,search_agent1c_tiny,phase9_selfplay,neutral,blue,1,m-56b0ca351ff8d302e727c76b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,174,87,11.4873,11.2754,0.1296,26384
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=02,direct_c1,phase9_selfplay,neutral,blue,2,m-5e243d2511a4b916fe5aeb14,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,99,49,0.1882,0.0883,0.0018,49
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=02,search_agent1c_medium,phase9_selfplay,neutral,blue,2,m-5e243d2511a4b916fe5aeb14,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,174,87,67.5912,67.3785,0.77447,183386
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=02,search_agent1c_small,phase9_selfplay,neutral,blue,2,m-5e243d2511a4b916fe5aeb14,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,184,92,31.5018,31.2712,0.3399,81224
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=02,search_agent1c_tiny,phase9_selfplay,neutral,blue,2,m-5e243d2511a4b916fe5aeb14,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,167,83,10.7967,10.598,0.12769,25764
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=03,direct_c1,phase9_selfplay,neutral,blue,3,m-d7d1ceb94e3212f46c142baa,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,446,223,0.8239,0.3905,0.00175,223
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=03,search_agent1c_medium,phase9_selfplay,neutral,blue,3,m-d7d1ceb94e3212f46c142baa,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,60,30,25.8187,25.7444,0.85815,67684
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=03,search_agent1c_small,phase9_selfplay,neutral,blue,3,m-d7d1ceb94e3212f46c142baa,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,305,152,54.6899,54.3186,0.35736,135844
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=blue|g=03,search_agent1c_tiny,phase9_selfplay,neutral,blue,3,m-d7d1ceb94e3212f46c142baa,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,60,30,3.8581,3.7894,0.12631,9476
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=00,direct_c1,phase9_selfplay,neutral,red,0,m-eeb1dc74b89a29f12748e586,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,558,279,0.9991,0.4746,0.0017,279
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=00,search_agent1c_medium,phase9_selfplay,neutral,red,0,m-eeb1dc74b89a29f12748e586,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,277,139,119.2801,114.7138,0.82528,316848
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=00,search_agent1c_small,phase9_selfplay,neutral,red,0,m-eeb1dc74b89a29f12748e586,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,450,225,72.9126,71.1245,0.31611,198881
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=00,search_agent1c_tiny,phase9_selfplay,neutral,red,0,m-eeb1dc74b89a29f12748e586,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,106,53,6.5753,6.2155,0.11727,16285
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=01,direct_c1,phase9_selfplay,neutral,red,1,m-3b186ee776922ce7b7e55aca,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,402,201,0.7534,0.3566,0.00177,201
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=01,search_agent1c_medium,phase9_selfplay,neutral,red,1,m-3b186ee776922ce7b7e55aca,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,435,218,194.2755,193.7165,0.88861,501652
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=01,search_agent1c_small,phase9_selfplay,neutral,red,1,m-3b186ee776922ce7b7e55aca,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,220,110,38.5234,38.2489,0.34772,96819
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=01,search_agent1c_tiny,phase9_selfplay,neutral,red,1,m-3b186ee776922ce7b7e55aca,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,117,59,7.9191,7.7811,0.13188,18932
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=02,direct_c1,phase9_selfplay,neutral,red,2,m-c24373ffaa43611a8b2c4660,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,1,1,0.0023,0.0022,0.00221,1
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=02,search_agent1c_medium,phase9_selfplay,neutral,red,2,m-c24373ffaa43611a8b2c4660,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,1,1,0.7261,0.726,0.72596,1971
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=02,search_agent1c_small,phase9_selfplay,neutral,red,2,m-c24373ffaa43611a8b2c4660,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,1,1,0.3065,0.3064,0.30635,785
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=02,search_agent1c_tiny,phase9_selfplay,neutral,red,2,m-c24373ffaa43611a8b2c4660,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,1,1,0.1181,0.1179,0.11793,280
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=03,direct_c1,phase9_selfplay,neutral,red,3,m-894590b7835b4483c45d049c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,582,291,1.0799,0.5126,0.00176,291
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=03,search_agent1c_medium,phase9_selfplay,neutral,red,3,m-894590b7835b4483c45d049c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,467,234,203.3734,202.7887,0.86662,531925
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=03,search_agent1c_small,phase9_selfplay,neutral,red,3,m-894590b7835b4483c45d049c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,190,95,32.9121,32.6773,0.34397,83653
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=neutral|pl=red|g=03,search_agent1c_tiny,phase9_selfplay,neutral,red,3,m-894590b7835b4483c45d049c,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,332,166,21.5107,21.1289,0.12728,52684
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=00,direct_c1,phase9_selfplay,p10d,blue,0,m-d64783b6c763c3c4b3c1cf9f,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,1,0,0.0021,0.0,,0
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=00,search_agent1c_medium,phase9_selfplay,p10d,blue,0,m-d64783b6c763c3c4b3c1cf9f,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,1,0,0.0019,0.0,,0
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=00,search_agent1c_small,phase9_selfplay,p10d,blue,0,m-d64783b6c763c3c4b3c1cf9f,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,1,0,0.0018,0.0,,0
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=00,search_agent1c_tiny,phase9_selfplay,p10d,blue,0,m-d64783b6c763c3c4b3c1cf9f,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,1,0,0.0019,0.0,,0
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=01,direct_c1,phase9_selfplay,p10d,blue,1,m-5c88e7bf17f53fa506911507,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,61,30,0.1186,0.0546,0.00182,30
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=01,search_agent1c_medium,phase9_selfplay,p10d,blue,1,m-5c88e7bf17f53fa506911507,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,123,61,50.8035,50.6452,0.83025,132347
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=01,search_agent1c_small,phase9_selfplay,p10d,blue,1,m-5c88e7bf17f53fa506911507,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,55,27,9.0755,9.0058,0.33355,22650
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=01,search_agent1c_tiny,phase9_selfplay,p10d,blue,1,m-5c88e7bf17f53fa506911507,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,red,flag_capture,89,44,5.6839,5.5777,0.12677,13603
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=02,direct_c1,phase9_selfplay,p10d,blue,2,m-d113b6356da69ecdf400842b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,172,86,0.3262,0.1553,0.00181,86
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=02,search_agent1c_medium,phase9_selfplay,p10d,blue,2,m-d113b6356da69ecdf400842b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,128,64,54.9639,54.7995,0.85624,143915
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=02,search_agent1c_small,phase9_selfplay,p10d,blue,2,m-d113b6356da69ecdf400842b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,192,96,31.8255,31.5866,0.32903,79010
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=02,search_agent1c_tiny,phase9_selfplay,p10d,blue,2,m-d113b6356da69ecdf400842b,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,194,97,12.6556,12.4251,0.12809,29322
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=03,direct_c1,phase9_selfplay,p10d,blue,3,m-c9ea3f1da1e212a89720f047,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,268,134,0.5099,0.2432,0.00181,134
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=03,search_agent1c_medium,phase9_selfplay,p10d,blue,3,m-c9ea3f1da1e212a89720f047,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,302,151,130.7459,130.3674,0.86336,342670
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=03,search_agent1c_small,phase9_selfplay,p10d,blue,3,m-c9ea3f1da1e212a89720f047,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,128,64,22.211,22.0542,0.3446,56695
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=blue|g=03,search_agent1c_tiny,phase9_selfplay,p10d,blue,3,m-c9ea3f1da1e212a89720f047,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,blue,flag_capture,198,99,13.0432,12.815,0.12944,31711
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=00,direct_c1,phase9_selfplay,p10d,red,0,m-2727ffea0e68a65a5c76dfc9,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,744,372,1.5737,0.687,0.00185,372
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=00,search_agent1c_medium,phase9_selfplay,p10d,red,0,m-2727ffea0e68a65a5c76dfc9,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,221,111,96.2583,92.5797,0.83405,252885
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=00,search_agent1c_small,phase9_selfplay,p10d,red,0,m-2727ffea0e68a65a5c76dfc9,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,588,294,105.6293,100.7435,0.34266,259044
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=00,search_agent1c_tiny,phase9_selfplay,p10d,red,0,m-2727ffea0e68a65a5c76dfc9,phase12_match_phase9_opponent_v1@phase12_match_test_v1,loss,0.0,blue,flag_capture,278,139,18.4799,17.5079,0.12596,44073
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=01,direct_c1,phase9_selfplay,p10d,red,1,m-4807317aa20e85b31374295d,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,75,38,0.1439,0.0693,0.00182,38
phase12_match_v1|ms=2026082003|st=phase9_selfplay|src=p10d|pl=red|g=01,search_agent1c_medium,phase9_selfplay,p10d,red,1,m-4807317aa20e85b31374295d,phase12_match_phase9_opponent_v1@phase12_match_test_v1,win,1.0,red,flag_capture,37,19,16.6118,16.5645,0.87181,43160
