global_step,segment,wall_seconds,examples_consumed,train_loss_total,train_loss_policy,train_loss_value,train_loss_belief,train_legal_policy_entropy,train_legal_policy_entropy_normalized,learning_rate,grad_norm_pre_clip,grad_norm_post_clip,parameter_norm,examples_per_second,data_wait_fraction,validation_selection_score,validation_policy_ce,validation_policy_ce_ratio,validation_policy_top1,validation_policy_baseline_expected_top1,validation_value_ce,validation_value_ce_ratio,validation_value_accuracy,validation_value_brier,validation_value_baseline_brier,validation_belief_ce,validation_belief_ce_ratio,validation_belief_top1,validation_belief_baseline_top1,validation_examples,validation_games,validation_batches,validation_seconds,is_best,peak_rss_bytes,mps_current_allocated_bytes,mps_driver_allocated_bytes
5500,1,67.78659977007192,1407941,4.161987333774567,1.5379469962120056,0.5638523527383804,2.0601879725456236,1.6623510155677796,0.5653999319672585,0.001,3.10410454249382,0.9999996701478958,68.39457702636719,1888.2788107703932,0.0958493748434235,0.6356347909852783,1.5180630824779833,0.4777974601854092,0.4745655207408347,0.0456353756232397,0.5508891489947387,0.501097374441177,0.74322509765625,0.3304494288579727,0.6671754265886064,2.049010644490301,0.9280095383292487,0.27425073459613636,0.20342139424874092,16384,323,64,6.523735874972772,True,1679966208,15353856,2191441920
6000,1,67.69626716326457,1535941,4.142808739185333,1.5214633667469024,0.5638461131453514,2.0574992671012877,1.638518162727356,0.5574364013075829,0.001,3.0847760992050173,0.99999966609478,70.17927551269531,1890.7984939745586,0.09618929791306632,0.6309903641047567,1.5251074015801278,0.4800145997855938,0.4701255867055689,0.0456353756232397,0.5341841647154913,0.4859022598202282,0.7578125,0.32013206321224563,0.6671754265886064,2.046901365108016,0.9270542327084481,0.27389504733812264,0.20342139424874092,16384,323,64,6.647858791984618,True,1679966208,15353856,2191441920
6500,1,67.96715666720411,1663941,4.101804258346558,1.494366543531418,0.553331310749054,2.054106406211853,1.6195925047397615,0.5503693113327026,0.001,3.0084899911880494,0.9999996542930603,72.0476303100586,1883.2625385043254,0.09905667181153972,0.6284622041548628,1.494538675902238,0.47039335304124974,0.47596092858048966,0.0456353756232397,0.5371348395654837,0.4885862397513248,0.75146484375,0.3234301785671938,0.6671754265886064,2.045472342726097,0.9264070196720139,0.27379309876098495,0.20342139424874092,16384,323,64,6.493850750033744,True,1679966208,15353856,2191441920
7000,1,68.09611870150547,1791941,4.0936617388725285,1.4924355370998383,0.5492924992442131,2.051933699607849,1.6009743196964263,0.5441189394593239,0.001,2.952128413438797,0.9999996516704559,73.94572448730469,1879.6959715292874,0.10009888927886211,0.6281955132502597,1.5044380700856739,0.4735091032711407,0.47469237599898517,0.0456353756232397,0.5356123322845043,0.487201343348013,0.7548828125,0.3218180534588772,0.6671754265886064,2.0398841507868033,0.9238760931316253,0.2767564040697872,0.20342139424874092,16384,323,64,6.4279252080013976,True,1679966208,15353856,2191441920
7500,1,68.93654704216169,1919941,4.083858805656433,1.4833982706069946,0.5487643147110939,2.051696219921112,1.6095157113075256,0.5476978996396065,0.001,2.934371642112732,0.9999996529817581,75.80661010742188,1856.779973643226,0.09150807295029578,0.6206121870798755,1.4788525195889313,0.46545626858601397,0.48725104655587975,0.0456353756232397,0.5201977437840387,0.4731799928825526,0.76470947265625,0.30976787119951615,0.6671754265886064,2.0383920241091324,0.92320029977106,0.27641204443145545,0.20342139424874092,16384,323,64,6.5628368749748915,True,1679966208,15353856,2191441920
8000,1,71.24325151537778,2047941,4.060346969604492,1.4647686808109284,0.5462917539477349,2.049286537647247,1.577265271425247,0.5366694057583808,0.001,2.9356505744457246,0.9999996535778045,77.72291564941406,1796.6613998853118,0.05834383694178073,0.6161598169571509,1.4333363540260593,0.4511304421073016,0.48928073068628697,0.0456353756232397,0.5199023045756852,0.4729112567640738,0.7667236328125,0.31034265800416166,0.6671754265886064,2.041124272738678,0.9244377520000775,0.2775855858305071,0.20342139424874092,16384,323,64,6.732690458011348,True,1679966208,15353856,2191441920
8500,1,70.97781817772193,2175941,4.042558313369751,1.4550382709503173,0.5398577606678009,2.0476622881889344,1.5615072288513183,0.5319766595363616,0.001,2.891206903219223,0.9999996412992478,79.46681213378906,1803.3803135438704,0.0558434077635162,0.62179830132818,1.445281741227465,0.4548901512601297,0.498033743498668,0.0456353756232397,0.5351842126264553,0.4868119190201124,0.7564697265625,0.3205738781170608,0.6671754265886064,2.0394795207676197,0.923692833704298,0.2765253206282751,0.20342139424874092,16384,323,64,6.783448665984906,False,1679966208,15353856,2191441920
9000,1,76.01574224233627,2303941,4.031923452854157,1.4453584113121032,0.5402463515400886,2.0463186874389647,1.5526125707626344,0.5284919859170913,0.001,2.8153692090511324,0.9999996279478073,81.2476577758789,1683.8617400056323,0.035426018925871286,0.6292282970176394,1.473099234256447,0.4636454708982816,0.48598249397437526,0.0456353756232397,0.5495889375872514,0.49991468183650456,0.7510986328125,0.3297159303435496,0.6671754265886064,2.0404331501373605,0.924124738318132,0.2776263652613622,0.20342139424874092,16384,323,64,6.769650208996609,False,1679966208,15353856,2191441920
9500,1,74.83989695162745,2431941,4.018997654438019,1.43742738032341,0.5355687168240547,2.0460015647411347,1.5590755236148834,0.5302448627948761,0.001,2.805753364801407,0.9999996330738068,82.93424224853516,1710.3176943540211,0.03052317877446637,0.6176972914473365,1.4654659121176832,0.4612429475955444,0.48522136242547254,0.0456353756232397,0.5170055028572984,0.4702762806749474,0.7603759765625,0.311575170168704,0.6671754265886064,2.0347982251036716,0.9215726460715179,0.27741340601134123,0.20342139424874092,16384,323,64,6.714681750047021,False,1679966208,15353856,2191441920
10000,1,74.5492562460131,2559882,4.005959290981293,1.4284323620796204,0.5328849259018898,2.0446420028209684,1.547326021194458,0.5267065918445587,0.001,2.7244482748508454,0.9999996254444122,84.85919189453125,1716.1941841216194,0.014146826906339687,0.6164069981826815,1.4195823892326513,0.4468014985201597,0.487885322846632,0.0456353756232397,0.5267642749327303,0.4791530121801735,0.76666259765625,0.31148208647684744,0.6671754265886064,2.0385381560958775,0.9232664838477114,0.2761107297479152,0.20342139424874092,16384,323,64,6.673568416968919,False,1679966208,15353856,2191441920
10500,1,72.20238957949914,2687882,3.974549277305603,1.3987686221599578,0.532438105404377,2.0433425467014312,1.5288239521980285,0.5204530313611031,0.001,2.766483479976654,0.9999996304512024,86.64022827148438,1772.7945120024644,0.0790948171301359,0.6086354159418158,1.3930919489948521,0.4384638574755246,0.49384751997970316,0.0456353756232397,0.5113454652158026,0.46512782203028663,0.7637939453125,0.3072191509672175,0.6671754265886064,2.036436361912605,0.9223145683196361,0.27777588984116414,0.20342139424874092,16384,323,64,6.617339500051457,True,1679966208,15353856,2191441920
11000,1,69.9047938795411,2815882,3.9751851382255556,1.4025555636882783,0.5297002118825912,2.0429293694496153,1.5026588814258575,0.5114222231507302,0.001,2.751583167076111,0.9999996273517608,88.35485076904297,1831.0618327631105,0.08841543975314566,0.612181500815376,1.4194998368741052,0.4467755158665395,0.4995560065964734,0.0456353756232397,0.514571765462573,0.4680625151273747,0.763427734375,0.31165789869049937,0.6671754265886064,2.035093706581203,0.9217064714522138,0.2793617565966393,0.20342139424874092,16384,323,64,6.619318666984327,False,1679966208,15353856,2191441920
11500,1,73.75043338246178,2943882,3.9714542474746706,1.4040606877803803,0.5262063901424407,2.0411871664524077,1.5057449917793273,0.5125384112596512,0.001,2.6776156010627745,0.9999996141195298,90.06877136230469,1735.5830214068822,0.054743257474813,0.6116839197685843,1.4209548259568008,0.4472334613210688,0.49181783584929595,0.0456353756232397,0.5128855335742185,0.4665286922639269,0.7637939453125,0.31040177968774124,0.6671754265886064,2.03417328250602,0.9212896057207571,0.2780907976683228,0.20342139424874092,16384,323,64,6.746059666038491,False,1679966208,15353856,2191441920
12000,1,74.10203796293354,3071882,3.958920744895935,1.3882736268043518,0.5297669583559036,2.0408801651000976,1.4807548885345458,0.504060152232647,0.001,2.663319752216339,0.9999996167421341,91.744873046875,1727.3479045748604,0.055956002159073065,0.6118892543017199,1.4053560172882191,0.44232386879504504,0.49536978307750856,0.0456353756232397,0.5192805524379681,0.47234570130825887,0.75787353515625,0.31359269054329886,0.6671754265886064,2.033529853588419,0.920998192801856,0.278818030851905,0.20342139424874092,16384,323,64,6.563634457997978,False,1679966208,15353856,2191441920
12500,1,73.25491525285179,3199882,3.9553503799438476,1.3961106896400453,0.520459544479847,2.038780143260956,1.4831088671684265,0.5046712499856949,0.001,2.6088212578296663,0.9999996067285538,93.29449462890625,1747.3230234201521,0.04782729757556527,0.610699876628463,1.403710270291875,0.4418058839075676,0.4800202968413041,0.0456353756232397,0.5161074518658391,0.4694593994661675,0.765869140625,0.3101455776708506,0.6671754265886064,2.033168087056053,0.9208343465116541,0.2793413668812118,0.20342139424874092,16384,323,64,6.7606844999827445,False,1679966208,15353856,2191441920
13000,2,69.45661667530658,3327882,3.9414086604118346,1.380538313627243,0.5226512460112571,2.038219108104706,1.4918715839385985,0.5083729770183564,0.001,2.557014361143112,0.9999995959997177,94.93343353271484,1842.876980293613,0.048068840563945774,0.60918767875525,1.369735550148692,0.4311126293371283,0.5023468222757833,0.0456353756232397,0.5240536176334349,0.47668735596210254,0.766845703125,0.3151937396993182,0.6671754265886064,2.0308027062224374,0.9197630509665192,0.28070747781485683,0.20342139424874092,16384,323,64,8.54857429099502,False,1823571968,14823168,2191441920
13500,2,70.58401650947053,3455882,3.932084771156311,1.3737517101764678,0.5204916550517082,2.0378413939476014,1.4522372336387634,0.4950574283003807,0.001,2.572490530729294,0.9999996000528335,96.52347564697266,1813.4417157009725,0.032299750730119314,0.6029696844620275,1.3734471669258959,0.43228082918982136,0.5042496511480401,0.0456353756232397,0.502172730218408,0.45678415900474567,0.76812744140625,0.3039495289084126,0.6671754265886064,2.0309815826267372,0.9198440651915153,0.27742926467889595,0.20342139424874092,16384,323,64,6.728249332983978,True,1823571968,14823168,2191441920
14000,2,72.4507346151513,3583882,3.926329885005951,1.3732129245996476,0.5160886389613152,2.0370283246040346,1.45824032497406,0.49675087320804595,0.001,2.495842854261398,0.999999588727951,98.05176544189453,1766.7177659401113,0.05410213902762838,0.6062614204414596,1.3713626211477252,0.4316247361130934,0.5039959406317391,0.0456353756232397,0.5142705934304865,0.46778856434288557,0.76434326171875,0.31080645535488466,0.6671754265886064,2.029936985826834,0.9193709608683998,0.2793753497402577,0.20342139424874092,16384,323,64,6.763904666004237,False,1823571968,14823168,2191441920
14500,2,72.86827416741289,3711882,3.9226942954063415,1.3688452874422072,0.5171315543651581,2.036717457294464,1.4513605139255523,0.49448563915491106,0.001,2.551324949979782,0.9999995954036712,99.56092834472656,1756.5943678853084,0.06429564018895281,0.6063430371554639,1.3808841568662948,0.43462155860084606,0.5083090194088545,0.0456353756232397,0.5099563679559683,0.4638642774659826,0.76715087890625,0.3066873796610882,0.6671754265886064,2.0325254128352124,0.9205432753995629,0.2780953287161956,0.20342139424874092,16384,323,64,6.669766625040211,False,1823571968,14823168,2191441920
15000,2,73.39774554531323,3839823,3.9038275570869447,1.357943385720253,0.510691064119339,2.0351931042671203,1.4382225551605226,0.4902779211401939,0.001,2.489570647239685,0.9999995926618576,101.15373229980469,1743.1189343685448,0.0484232475838207,0.6027512999333359,1.3723424276486949,0.431933121886412,0.5072941773436509,0.0456353756232397,0.5021259678310265,0.45674162320678663,0.77154541015625,0.3037189088702391,0.6671754265886064,2.0303966701009695,0.9195791547068088,0.28057834295048245,0.20342139424874092,16384,323,64,6.559301416040398,True,1823571968,14823168,2191441920
15500,2,73.03242479229812,3967823,3.892207483291626,1.3485354214906693,0.5086524604558945,2.035019603252411,1.4270848107337952,0.4863150749206543,0.001,2.5011667766571044,0.999999589085579,102.66531372070312,1752.6461755039343,0.04476696721810854,0.6027058019322582,1.3601061766236193,0.42808186581579544,0.5047570721806419,0.0456353756232397,0.5045645114153421,0.45895976053948,0.7725830078125,0.30186169343174674,0.6671754265886064,2.0337011620113747,0.9210757794414991,0.27730466086239436,0.20342139424874092,16384,323,64,6.802994875004515,True,1823571968,14823168,2191441920
16000,2,73.29971904528793,4095823,3.8855881862640382,1.3445594854354859,0.504430812716484,2.036597889184952,1.416992748975754,0.4830155707001686,0.001,2.4955255970954897,0.9999995820522308,104.03767395019531,1746.254987974998,0.05817125685367399,0.5993373729632688,1.3501853442374352,0.42495936809369395,0.5097044272485095,0.0456353756232397,0.5007233842899292,0.45546581131039915,0.7725830078125,0.3005758734267249,0.6671754265886064,2.025997932776039,0.9175869394857132,0.28165899786814197,0.20342139424874092,16384,323,64,6.685262500017416,True,1823571968,14823168,2191441920
16500,2,73.60711341263959,4223823,3.887324236869812,1.343849948167801,0.508539144039154,2.034935136318207,1.4268269066810608,0.48579722505807876,0.001,2.4472838804721833,0.9999995758533478,105.49246215820312,1738.9623647165088,0.0643003846402866,0.6038216943120652,1.3510794861269664,0.4252407916582312,0.510719269313713,0.0456353756232397,0.5151332472620329,0.468573247742129,0.7679443359375,0.31094032960200424,0.6671754265886064,2.0261394721413475,0.9176510435358355,0.28095215439998733,0.20342139424874092,16384,323,64,6.642304000037257,False,1823571968,14823168,2191441920
17000,2,73.54612718435237,4351823,3.8768812270164488,1.3356799598932265,0.5079182500243187,2.033283019542694,1.4225379178524018,0.4846568803787231,0.001,2.486740682840347,0.9999995820522308,106.93373107910156,1740.404354387721,0.06567617063090457,0.6000281021757427,1.3310536134401363,0.4189378183376857,0.5145249270582266,0.0456353756232397,0.5080326892580984,0.46211446927584116,0.76837158203125,0.30798058040969195,0.6671754265886064,2.0291886145608538,0.9190320189137013,0.278818030851905,0.20342139424874092,16384,323,64,6.742787249968387,False,1823571968,14823168,2191441920
17500,2,72.12936719751451,4479823,3.8715684103965757,1.3350556428432465,0.503911861538887,2.032600913763046,1.407890117406845,0.47955669164657594,0.001,2.410513858795166,0.9999995777606964,108.30672454833984,1774.5892550185956,0.0783306700134986,0.6014634103956332,1.347231485391631,0.4240296661132152,0.5088164404414564,0.0456353756232397,0.507437153408044,0.4615727605647648,0.76470947265625,0.30687732171862087,0.6671754265886064,2.028649398212026,0.9187878045089198,0.28023624883608705,0.20342139424874092,16384,323,64,6.670852791983634,False,1823571968,14823168,2191441920
18000,2,69.33543199033011,4607823,3.8651988615989685,1.3268059816360473,0.5062147943973542,2.0321780860424044,1.399275374174118,0.47665591967105864,0.001,2.4023574087619783,0.9999995721578598,109.64547729492188,1846.0979664459517,0.10896719511580553,0.6007490629574012,1.3465819955972054,0.4238252447174413,0.49854116453126984,0.0456353756232397,0.5044460674063845,0.458852022018917,0.77252197265625,0.30439758543685097,0.6671754265886064,2.0303762849266804,0.9195699221358451,0.2799870412030838,0.20342139424874092,16384,323,64,6.672843208012637,False,1823571968,14823168,2191441920
18500,2,68.94266538257943,4735823,3.8605690875053407,1.3240662252902984,0.5041122310757638,2.032390633821487,1.3948954503536224,0.4749365222454071,0.001,2.3990187492370607,0.9999995840787888,111.03498077392578,1856.615193069447,0.10091942679611283,0.6004284674980084,1.336626994060302,0.4206919925453971,0.5174425979956869,0.0456353756232397,0.5086304791949439,0.4626582283394699,0.76922607421875,0.3081135439884948,0.6671754265886064,2.0267668384697055,0.917935181609158,0.2802543730275782,0.20342139424874092,16384,323,64,6.7457265830016695,False,1823571968,14823168,2191441920
19000,2,68.69476175575983,4863823,3.8575442986488344,1.3240146104097366,0.5011493068933487,2.0323803825378417,1.4097757949829102,0.48029327803850175,0.001,2.4025363030433655,0.9999995738267898,112.2813491821289,1863.3152911294233,0.1036041190295875,0.6034620569864214,1.3315131003926717,0.41908243795293343,0.512114677153368,0.0456353756232397,0.5207438484969562,0.47367673825920825,0.76922607421875,0.3110369490167046,0.6671754265886064,2.026086373307742,0.9176269947471224,0.2813803384239656,0.20342139424874092,16384,323,64,6.705041042005178,False,1823571968,14823168,2191441920
19500,2,68.51337127730949,4991764,3.855384642124176,1.325628804087639,0.4980356614589691,2.031720175743103,1.419875253200531,0.4842091184258461,0.001,2.4048107104301453,0.9999995729923248,113.49052429199219,1867.3873087073146,0.10029549652838407,0.5977514077978651,1.331225661731545,0.41899196907596076,0.5190917163516428,0.0456353756232397,0.501771140438645,0.4564188666685128,0.7723388671875,0.30392837343585116,0.6671754265886064,2.0265641608102136,0.9178433876491215,0.28196484359955504,0.20342139424874092,16384,323,64,6.796666209003888,True,1823571968,14823168,2191441920
20000,2,68.91974208195461,5119764,3.828180105686188,1.3011061055660247,0.4960985313653946,2.0309754681587218,1.3954002914428711,0.47584086179733276,0.001,2.4292627172470094,0.9999995781183243,114.87577819824219,1857.2327192953105,0.1034705110065827,0.6026394067038657,1.354310551703876,0.42625774210262246,0.5071673220855004,0.0456353756232397,0.5109586747093936,0.4647759913442511,0.7681884765625,0.307819496898096,0.6671754265886064,2.024446942998443,0.9168844866647236,0.2810971479319165,0.20342139424874092,16384,323,64,6.567689499992412,False,1823571968,14823168,2191441920
20500,2,68.91074162634322,5247764,3.831632282733917,1.3068873351812362,0.49279406648874285,2.0319508781433107,1.394684758901596,0.4755238901972771,0.001,2.402179663181305,0.9999995732307434,116.2294692993164,1857.47529309811,0.09119710959207437,0.5977495338699269,1.3303022157944644,0.4187013223113774,0.5084358746670049,0.0456353756232397,0.5030091324526488,0.45754496354104773,0.77630615234375,0.30169281834258066,0.6671754265886064,2.0247071052651675,0.9170023157573556,0.2823545137166147,0.20342139424874092,16384,323,64,6.77748370898189,True,1823571968,14823168,2191441920
21000,2,68.7945740755531,5375764,3.8308318524360656,1.306359147310257,0.4939232257604599,2.0305494704246523,1.3905804154872894,0.47423772257566454,0.001,2.3469330801963806,0.9999995682239532,117.49524688720703,1860.6118537695286,0.1007156997140772,0.596027930675303,1.3328496249423019,0.41950309770196464,0.5217556767728022,0.0456353756232397,0.4956550558140551,0.45085558056488445,0.7791748046875,0.2986287038714362,0.6671754265886064,2.0263030164472604,0.91772511375906,0.2799621204397835,0.20342139424874092,16384,323,64,6.623058625031263,True,1823571968,14823168,2191441920
21500,2,68.91909393260721,5503764,3.8189684400558472,1.2992012896537781,0.4898463762998581,2.029920772075653,1.3809922304153441,0.4711046265363693,0.001,2.3511196382045747,0.9999995671510696,118.6967544555664,1857.250185633103,0.10552859701310455,0.6012096791222242,1.3555248646521654,0.426639936788245,0.5102118482811112,0.0456353756232397,0.5049302465619883,0.45929243894140476,0.77044677734375,0.30551428358172483,0.6671754265886064,2.0262401952169777,0.917696661637023,0.2805217048520726,0.20342139424874092,16384,323,64,6.504635167017113,False,1823571968,14823168,2191441920
22000,2,68.45765703404322,5631764,3.8244802584648134,1.3047869627475739,0.48855885779857633,2.031134445667267,1.392639675617218,0.47492874759435655,0.001,2.3682821333408355,0.9999995716810226,119.84526824951172,1869.7689279133092,0.09497696014625616,0.5957210004210737,1.3323037173773216,0.41933127793304054,0.514651782316377,0.0456353756232397,0.4961704430277252,0.45132438482443815,0.7799072265625,0.29845101181375594,0.6671754265886064,2.0236142138503204,0.9165073385057422,0.2824474001980068,0.20342139424874092,16384,323,64,6.572568124975078,True,1823571968,14823168,2191441920
22500,2,68.83096921019023,5759764,3.8070853004455567,1.2895643587112426,0.4873001911044121,2.0302207555770875,1.369017072200775,0.46738098007440565,0.001,2.351236076116562,0.9999995596408844,121.0309066772461,1859.62803471682,0.09497844746399345,0.5966813081682637,1.3258126369668435,0.41728826551163106,0.5198528479005454,0.0456353756232397,0.5002943325809196,0.45507553917438676,0.77874755859375,0.30058121595473264,0.6671754265886064,2.0262036714957516,0.9176801198187732,0.28100652697446077,0.20342139424874092,16384,323,64,6.6447246670140885,False,1823571968,14823168,2191441920
23000,2,69.043686340563,5887764,3.8140602955818177,1.2978549183607102,0.4874193610548973,2.0287860133647917,1.382390941619873,0.47198443084955216,0.001,2.355729545593262,0.9999995672702789,122.13803100585938,1853.8986949310715,0.09926024570371829,0.5969775197661579,1.3399166189902132,0.42172737404871946,0.5188380058353419,0.0456353756232397,0.4970277531852735,0.4521042075343483,0.77850341796875,0.299081261307283,0.6671754265886064,2.0249249472095676,0.917100977715406,0.2795588571791055,0.20342139424874092,16384,323,64,6.711716375022661,False,1823571968,14823168,2191441920
23500,2,68.93455066264141,6015764,3.810692511558533,1.2976283462047578,0.4831929093003273,2.029871253013611,1.3854942669868469,0.47240165328979494,0.001,2.2732701218128204,0.999999553322792,123.33104705810547,1856.8337469321996,0.1003507241202445,0.5975028528365848,1.3145945632624692,0.41375747210390684,0.5251807687428643,0.0456353756232397,0.5074153893981735,0.4615529636814476,0.771240234375,0.30565898502597444,0.6671754265886064,2.025139439786709,0.9171981227244,0.28173376015804297,0.20342139424874092,16384,323,64,6.637987583002541,False,1823571968,14823168,2191441920
24000,2,68.89138181938324,6143764,3.794852380275726,1.2841323474645614,0.48133006250858307,2.029389968395233,1.3751159927845,0.468862168610096,0.001,2.2410396897792815,0.999999549150467,124.48860931396484,1857.9972794795356,0.0971664964420843,0.5949632553750884,1.322970878812606,0.4163938462715956,0.5168083217049346,0.0456353756232397,0.4955336822522167,0.4507451772772634,0.781005859375,0.2977404451316183,0.6671754265886064,2.0263596039254916,0.9177507425764063,0.27941612917111275,0.20342139424874092,16384,323,64,6.672533250006381,True,1823571968,14823168,2191441920
24500,2,69.13381481246324,6271705,3.7906034874916075,1.2812348091602326,0.4800347088575363,2.0293339784145354,1.3581974709033966,0.4635202654004097,0.001,2.309195173740387,0.9999995540380477,125.66645050048828,1850.6283842004214,0.09160833684249331,0.5944930685833164,1.3043302083039152,0.41052685357016766,0.5244196371939617,0.0456353756232397,0.5011902412348926,0.4558904716795273,0.76763916015625,0.305752511517197,0.6671754265886064,2.024838622008471,0.9170618805002542,0.2812874519425735,0.20342139424874092,16384,323,64,6.622660667053424,True,1823571968,14823168,2191441920
