iteration,opponent_kind,opponent_identity,games,learner_wins,learner_draws,learner_losses,learner_ewr,red_wins,blue_wins,draws
27,stress_policy,stress_miner_rush@1.0.0,34,29,0,5,0.8529411764705882,5,29,0
27,stress_policy,stress_scout_rush@1.0.0,34,31,1,2,0.9264705882352942,31,2,1
28,current_policy,phase9_behavior_v1|ns=canonical|B028,1024,,,,,508,483,33
28,historical_snapshot,phase9_anchor_v1|H000,92,69,0,23,0.75,46,46,0
28,historical_snapshot,phase9_archive_v1|ns=canonical|H005,75,56,1,18,0.7533333333333333,41,33,1
28,historical_snapshot,phase9_archive_v1|ns=canonical|H010,111,74,1,36,0.6711711711711712,57,53,1
28,historical_snapshot,phase9_archive_v1|ns=canonical|H015,78,54,0,24,0.6923076923076923,49,29,0
28,historical_snapshot,phase9_archive_v1|ns=canonical|H020,80,55,1,24,0.69375,43,36,1
28,historical_snapshot,phase9_archive_v1|ns=canonical|H025,76,40,2,34,0.5394736842105263,34,40,2
28,rule_policy,basic_heuristic@1.0.0,46,34,1,11,0.75,19,26,1
28,rule_policy,strategic_rule_based@1.1.0,154,111,5,38,0.737012987012987,76,73,5
28,rule_policy,tactical_rule_based@1.0.0,107,80,0,27,0.7476635514018691,55,52,0
28,stress_policy,stress_berserker@1.0.0,34,30,0,4,0.8823529411764706,4,30,0
28,stress_policy,stress_chaos@1.0.0,34,33,1,0,0.9852941176470589,0,33,1
28,stress_policy,stress_draw_seeker@1.0.0,34,34,0,0,1.0,34,0,0
28,stress_policy,stress_information_miser@1.0.0,35,35,0,0,1.0,35,0,0
28,stress_policy,stress_miner_rush@1.0.0,34,30,1,3,0.8970588235294118,3,30,1
28,stress_policy,stress_scout_rush@1.0.0,34,32,2,0,0.9705882352941176,32,0,2
29,current_policy,phase9_behavior_v1|ns=canonical|B029,1024,,,,,493,497,34
29,historical_snapshot,phase9_anchor_v1|H000,68,56,2,10,0.8382352941176471,28,38,2
29,historical_snapshot,phase9_archive_v1|ns=canonical|H005,99,78,1,20,0.7929292929292929,41,57,1
29,historical_snapshot,phase9_archive_v1|ns=canonical|H010,88,62,1,25,0.7102272727272727,41,46,1
29,historical_snapshot,phase9_archive_v1|ns=canonical|H015,82,51,2,29,0.6341463414634146,46,34,2
29,historical_snapshot,phase9_archive_v1|ns=canonical|H020,85,52,2,31,0.6235294117647059,42,41,2
29,historical_snapshot,phase9_archive_v1|ns=canonical|H025,90,54,0,36,0.6,48,42,0
29,rule_policy,basic_heuristic@1.0.0,46,36,0,10,0.782608695652174,21,25,0
29,rule_policy,strategic_rule_based@1.1.0,154,116,1,37,0.7564935064935064,75,78,1
29,rule_policy,tactical_rule_based@1.0.0,107,83,2,22,0.7850467289719626,57,48,2
29,stress_policy,stress_berserker@1.0.0,34,28,0,6,0.8235294117647058,6,28,0
29,stress_policy,stress_chaos@1.0.0,35,33,0,2,0.9428571428571428,2,33,0
29,stress_policy,stress_draw_seeker@1.0.0,34,34,0,0,1.0,34,0,0
29,stress_policy,stress_information_miser@1.0.0,34,34,0,0,1.0,34,0,0
29,stress_policy,stress_miner_rush@1.0.0,34,29,0,5,0.8529411764705882,5,29,0
29,stress_policy,stress_scout_rush@1.0.0,34,30,1,3,0.8970588235294118,30,3,1
30,current_policy,phase9_behavior_v1|ns=canonical|B030,1024,,,,,500,516,8
30,historical_snapshot,phase9_anchor_v1|H000,86,69,0,17,0.8023255813953488,38,48,0
30,historical_snapshot,phase9_archive_v1|ns=canonical|H005,83,66,0,17,0.7951807228915663,41,42,0
30,historical_snapshot,phase9_archive_v1|ns=canonical|H010,83,59,1,23,0.7168674698795181,42,40,1
30,historical_snapshot,phase9_archive_v1|ns=canonical|H015,86,61,0,25,0.7093023255813954,44,42,0
30,historical_snapshot,phase9_archive_v1|ns=canonical|H020,86,43,1,42,0.5058139534883721,42,43,1
30,historical_snapshot,phase9_archive_v1|ns=canonical|H025,88,48,1,39,0.5511363636363636,54,33,1
30,rule_policy,basic_heuristic@1.0.0,46,34,0,12,0.7391304347826086,21,25,0
30,rule_policy,strategic_rule_based@1.1.0,154,115,3,36,0.7564935064935064,71,80,3
30,rule_policy,tactical_rule_based@1.0.0,107,82,0,25,0.7663551401869159,45,62,0
30,stress_policy,stress_berserker@1.0.0,34,27,0,7,0.7941176470588235,7,27,0
30,stress_policy,stress_chaos@1.0.0,34,33,0,1,0.9705882352941176,1,33,0
30,stress_policy,stress_draw_seeker@1.0.0,34,33,0,1,0.9705882352941176,33,1,0
30,stress_policy,stress_information_miser@1.0.0,34,34,0,0,1.0,34,0,0
30,stress_policy,stress_miner_rush@1.0.0,34,28,1,5,0.8382352941176471,5,28,1
30,stress_policy,stress_scout_rush@1.0.0,35,33,0,2,0.9428571428571428,33,2,0
31,current_policy,phase9_behavior_v1|ns=canonical|B031,1024,,,,,501,511,12
31,historical_snapshot,phase9_anchor_v1|H000,87,70,1,16,0.8103448275862069,48,38,1
31,historical_snapshot,phase9_archive_v1|ns=canonical|H005,49,35,1,13,0.7244897959183674,20,28,1
31,historical_snapshot,phase9_archive_v1|ns=canonical|H010,82,52,1,29,0.6402439024390244,36,45,1
31,historical_snapshot,phase9_archive_v1|ns=canonical|H015,86,56,0,30,0.6511627906976745,38,48,0
31,historical_snapshot,phase9_archive_v1|ns=canonical|H020,67,40,0,27,0.5970149253731343,36,31,0
31,historical_snapshot,phase9_archive_v1|ns=canonical|H025,78,47,0,31,0.6025641025641025,37,41,0
31,historical_snapshot,phase9_archive_v1|ns=canonical|H030,63,28,3,32,0.46825396825396826,28,32,3
31,rule_policy,basic_heuristic@1.0.0,46,30,0,16,0.6521739130434783,23,23,0
31,rule_policy,strategic_rule_based@1.1.0,154,119,1,34,0.775974025974026,74,79,1
31,rule_policy,tactical_rule_based@1.0.0,107,77,1,29,0.7242990654205608,48,58,1
31,stress_policy,stress_berserker@1.0.0,34,29,0,5,0.8529411764705882,5,29,0
31,stress_policy,stress_chaos@1.0.0,34,33,1,0,0.9852941176470589,0,33,1
31,stress_policy,stress_draw_seeker@1.0.0,34,34,0,0,1.0,34,0,0
31,stress_policy,stress_information_miser@1.0.0,34,34,0,0,1.0,34,0,0
31,stress_policy,stress_miner_rush@1.0.0,35,28,1,6,0.8142857142857143,6,28,1
31,stress_policy,stress_scout_rush@1.0.0,34,30,0,4,0.8823529411764706,30,4,0
32,current_policy,phase9_behavior_v1|ns=canonical|B032,1024,,,,,498,513,13
32,historical_snapshot,phase9_anchor_v1|H000,77,61,0,16,0.7922077922077922,39,38,0
32,historical_snapshot,phase9_archive_v1|ns=canonical|H005,68,43,2,23,0.6470588235294118,35,31,2
32,historical_snapshot,phase9_archive_v1|ns=canonical|H010,59,47,0,12,0.7966101694915254,31,28,0
32,historical_snapshot,phase9_archive_v1|ns=canonical|H015,67,47,0,20,0.7014925373134329,33,34,0
32,historical_snapshot,phase9_archive_v1|ns=canonical|H020,79,48,0,31,0.6075949367088608,34,45,0
32,historical_snapshot,phase9_archive_v1|ns=canonical|H025,86,49,1,36,0.5755813953488372,37,48,1
32,historical_snapshot,phase9_archive_v1|ns=canonical|H030,76,36,1,39,0.48026315789473684,35,40,1
32,rule_policy,basic_heuristic@1.0.0,46,38,0,8,0.8260869565217391,25,21,0
32,rule_policy,strategic_rule_based@1.1.0,154,113,1,40,0.737012987012987,73,80,1
32,rule_policy,tactical_rule_based@1.0.0,107,78,1,28,0.7336448598130841,56,50,1
