candidate_id,config_digest,parameters,width,blocks,heads,feed_forward_width,precision,legality,action_frame,workers,environment_count,inference_batch_size,mode,group,timing_mode,snapshot_interval,status,duration_seconds,global_steps,positions,transitions,games,positions_per_second,games_per_second,mean_game_length,terminal_reason_counts,mps_inference_fraction,host_to_device_fraction,normalized_legality_sampling_fraction,frame_conversion_fraction,compact_legality_fraction,writeback_fraction,worker_active_fraction,worker_wait_fraction,trajectory_write_fraction,coordinator_active_fraction,coordinator_wait_fraction,barrier_fraction,straggler_fraction,mean_step_ms,p50_step_ms,p95_step_ms,max_step_ms,process_rss_bytes,worker_max_rss_bytes,shared_memory_bytes,metal_memory_bytes,metal_allocated_bytes,swap_bytes,worker_errors,model_errors,nonfinite_outputs,illegal_actions,action_frame_errors,other_errors,trajectory_bytes,trajectory_records,trajectory_decisions,bytes_per_decision,bytes_per_game,gib_per_hour,snapshot_count,snapshot_bytes,verified_decisions,reconstruction_mismatches,game_metrics_are_steady_state,collection_policy_version,error
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,recording_sweep,detailed,32,ok,20.206422,84,129024,129024,243,6385.296727,12.02588,43.769547,"{""flag_capture"": 243}",0.725145,0.014847,0.068308,0.02924,0.129137,0.001567,0.054845,0.945155,0.00883,0.939038,0.060701,0.060013,0.00657,240.54257,237.396709,255.444583,262.0045,4084154368,2603188224,94288896,3382460416,7402240,0,0,0,0,0,0,0,1420083,273,138240,10.272591,5201.769231,0.235628,483,192536,0,0,False,phase6_candidate_c2_float16_v1,
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,6,1536,2048,collection_only,worker_sensitivity,detailed,0,ok,20.081391,97,148992,148992,280,7419.406355,13.943257,49.625,"{""flag_capture"": 280}",0.842577,0.017593,0.045862,0.042358,2e-06,0.000877,0.089471,0.910529,0.0,0.906947,0.092834,0.092224,0.004114,207.015906,207.301917,209.247958,222.068042,4084170752,1534541824,94288896,3382460416,7402240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c2_float16_v1,
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,14,1536,2048,collection_only,worker_sensitivity,detailed,0,ok,20.138241,100,153600,153600,291,7627.279829,14.45012,51.158076,"{""flag_capture"": 291}",0.866136,0.017966,0.047322,0.043655,3e-06,0.000323,0.047156,0.952844,0.0,0.931789,0.067988,0.067037,0.026859,201.373768,201.576708,203.787917,218.624417,4084170752,3204907008,94288896,3382460416,7402240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c2_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,512,collection_only,batch_sweep,detailed,0,ok,20.186196,70,107520,107520,205,5326.412267,10.155455,37.721951,"{""flag_capture"": 205}",0.887815,0.015797,0.044357,0.036379,2e-06,0.002582,0.043619,0.956381,0.0,0.950583,0.049142,0.048543,0.005591,288.365592,286.334375,311.687583,313.165625,4087349248,2330886144,94288896,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,1024,collection_only,batch_sweep,detailed,0,ok,20.001516,71,109056,109056,209,5452.386596,10.449208,38.473684,"{""flag_capture"": 209}",0.901889,0.01361,0.038728,0.033707,2e-06,0.000221,0.041003,0.958997,0.0,0.954478,0.045315,0.044758,0.004713,281.702974,281.887125,283.747584,295.831458,4089217024,2333999104,94288896,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,1536,collection_only,batch_sweep,detailed,0,ok,20.219543,71,109056,109056,209,5393.593802,10.336534,38.473684,"{""flag_capture"": 209}",0.887249,0.012708,0.051658,0.04889,2e-06,0.001784,0.041601,0.958399,0.0,0.953429,0.046402,0.045841,0.005259,284.773669,280.279541,308.43825,342.469291,4124491776,2333687808,94288896,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,collection_only,batch_sweep,detailed,0,ok,20.104577,72,110592,110592,213,5500.837051,10.594603,39.215962,"{""flag_capture"": 213}",0.906133,0.012964,0.034121,0.031498,2e-06,0.000227,0.041443,0.958557,0.0,0.953477,0.046362,0.045807,0.005532,279.221724,279.417729,281.645292,284.297875,4124524544,2337030144,94288896,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,512,512,collection_only,environment_sweep,detailed,0,ok,20.049934,208,106496,106496,182,5311.538659,9.077337,95.071429,"{""flag_capture"": 182}",0.884373,0.015761,0.04336,0.036107,5e-06,0.001601,0.04251,0.95749,0.0,0.945185,0.054463,0.052974,0.014565,96.385771,95.793833,97.818375,128.776042,4124524544,2221850624,31429632,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1024,1024,collection_only,environment_sweep,detailed,0,ok,20.171081,108,110592,110592,185,5482.700795,9.171546,54.427027,"{""flag_capture"": 185}",0.904708,0.013481,0.036597,0.032707,3e-06,0.00029,0.04051,0.95949,0.0,0.955124,0.044664,0.043847,0.0048,186.760701,186.904417,188.477292,201.149209,4124524544,2285060096,62859264,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,2048,1024,collection_only,environment_sweep,detailed,0,ok,20.266595,54,110592,110592,227,5456.861514,11.200698,32.079295,"{""flag_capture"": 227}",0.901521,0.013408,0.03707,0.032937,1e-06,0.000221,0.042976,0.957024,0.0,0.952244,0.047572,0.047103,0.004345,375.298378,374.00975,393.275834,401.122959,4158504960,2377646080,125718528,3382460416,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,1024,production_recording,recording_sweep,detailed,32,ok,20.13239,63,96768,96768,186,4806.582875,9.238844,34.548387,"{""flag_capture"": 186}",0.795181,0.011999,0.050387,0.019254,0.097386,0.000242,0.040739,0.959261,0.006884,0.95522,0.044529,0.044012,0.004389,319.551972,318.034583,330.619625,337.143709,4158504960,2507718656,94288896,3382460416,13153024,0,0,0,0,0,0,0,846925,214,105984,7.991065,3957.593458,0.141043,321,118251,0,0,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,recording_sweep,detailed,32,ok,20.011109,63,96768,96768,186,4835.714083,9.294837,34.548387,"{""flag_capture"": 186}",0.794798,0.011291,0.047451,0.017782,0.098351,0.001423,0.04215,0.95785,0.007267,0.953338,0.046461,0.04594,0.004866,317.626851,314.967625,334.446667,342.465709,4158504960,2509111296,94288896,3382591488,13153024,0,0,0,0,0,0,0,846925,214,105984,7.991065,3957.593458,0.141898,321,118251,0,0,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,6,1536,2048,collection_only,worker_sensitivity,detailed,0,ok,20.258495,71,109056,109056,209,5383.223064,10.31666,38.473684,"{""flag_capture"": 209}",0.884844,0.012788,0.033462,0.030852,2e-06,0.001597,0.064555,0.935445,0.0,0.93272,0.067113,0.066665,0.003023,285.322405,285.823833,287.765708,290.244292,4158504960,1502363648,94288896,3382591488,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,14,1536,2048,collection_only,worker_sensitivity,detailed,0,ok,20.038426,69,105984,105984,200,5289.038259,9.980824,37.14,"{""flag_capture"": 200}",0.871299,0.013337,0.037443,0.032792,2e-06,0.000449,0.053075,0.946925,0.0,0.922566,0.077183,0.075835,0.019893,290.400848,293.1755,296.849833,297.404542,4158504960,3167109120,94288896,3382591488,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C0,057d6c9242e328900f923d4e4c265eaba1bf95e57e1be120a024d2c42c143ddd,123223,64,2,4,256,float16,dense,perspective_normalized_squares,10,1536,2048,collection_only,headline,throughput,0,ok,30.102078,342,525312,525312,777,17451.020938,25.812171,136.674389,"{""battleless_move_limit_draw"": 54, ""flag_capture"": 723}",0.652,0.005224,0.196602,0.187631,6e-06,0.002401,0.132945,0.867055,0.0,0.856324,0.143182,0.14143,0.01313,88.008812,81.590854,118.159833,133.638667,4387192832,2659860480,94288896,3873325056,572416,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c0_float16_v1,
C0,057d6c9242e328900f923d4e4c265eaba1bf95e57e1be120a024d2c42c143ddd,123223,64,2,4,256,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,headline,throughput,32,ok,30.019666,248,380928,380928,583,12689.281718,19.420602,103.171527,"{""battleless_move_limit_draw"": 13, ""flag_capture"": 570}",0.461497,0.004269,0.15707,0.080334,0.255704,0.000864,0.108577,0.891423,0.01568,0.879468,0.120054,0.118706,0.015191,121.036992,117.039063,135.136167,149.221541,4496015360,3374415872,94288896,3873325056,572416,0,0,0,0,0,0,0,9197515,612,390144,23.574667,15028.619281,1.027229,2198,1217912,0,0,False,phase6_candidate_c0_float16_v1,
C1,31ca84ab140c523e65567787b0289fe0dbdf5ab0344667410a5fda7060cfe07d,863959,128,4,4,512,float16,dense,perspective_normalized_squares,10,1536,2048,collection_only,headline,throughput,0,ok,30.009097,232,356352,356352,557,11874.799165,18.561038,101.141831,"{""battleless_move_limit_draw"": 2, ""flag_capture"": 555}",0.794182,0.003557,0.105596,0.099723,4e-06,0.000482,0.088649,0.911351,0.0,0.903882,0.095798,0.094615,0.008953,129.340908,126.417104,156.72075,174.174458,4568104960,2552922112,94288896,3380625408,2429440,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c1_float16_v1,
C1,31ca84ab140c523e65567787b0289fe0dbdf5ab0344667410a5fda7060cfe07d,863959,128,4,4,512,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,headline,throughput,32,ok,30.002214,184,282624,282624,455,9420.10477,15.165547,85.364835,"{""flag_capture"": 455}",0.618975,0.00302,0.098353,0.041444,0.189611,0.000627,0.080687,0.919313,0.011406,0.910634,0.089015,0.088026,0.011441,163.045768,161.553875,175.924625,199.441417,4593926144,3084156928,94288896,3380625408,2429440,0,0,0,0,0,0,0,5702011,483,291840,19.538141,11805.405797,0.637202,1469,750938,0,0,False,phase6_candidate_c1_float16_v1,
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,collection_only,headline,throughput,0,ok,30.125929,147,225792,225792,373,7494.939046,12.381361,63.493298,"{""flag_capture"": 373}",0.875248,0.002242,0.058641,0.054667,2e-06,0.001462,0.056848,0.943152,0.0,0.937635,0.06215,0.061336,0.006199,204.929451,203.64725,218.634834,230.987792,4613750784,2439725056,94288896,3382722560,7402240,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c2_float16_v1,
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,headline,throughput,32,ok,30.075275,127,195072,195072,336,6486.125285,11.171968,58.247024,"{""flag_capture"": 336}",0.737157,0.002232,0.06608,0.026341,0.131156,0.000359,0.056447,0.943553,0.009349,0.937018,0.062734,0.062048,0.007378,236.803384,235.804041,249.534667,263.501,4623024128,2814181376,94288896,3382722560,7402240,0,0,0,0,0,0,0,2697449,366,204288,13.204148,7370.079235,0.300709,807,357839,0,0,False,phase6_candidate_c2_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,collection_only,headline,throughput,0,ok,30.18551,108,165888,165888,314,5495.616967,10.402342,54.245223,"{""flag_capture"": 314}",0.911114,0.001607,0.03916,0.03638,2e-06,0.00025,0.042729,0.957271,0.0,0.952162,0.047682,0.047123,0.0054,279.486773,279.153312,283.937625,298.450625,4626268160,2391834624,94288896,3382722560,13153024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,False,phase6_candidate_c3_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,production_recording,headline,throughput,32,ok,30.180905,96,147456,147456,287,4885.738252,9.509324,50.627178,"{""flag_capture"": 287}",0.803416,0.001613,0.048074,0.018095,0.098955,0.000248,0.042775,0.957225,0.007142,0.952332,0.047479,0.046945,0.005326,314.374512,313.6685,320.5865,335.566959,4628545536,2664742912,94288896,3382722560,13153024,0,0,0,0,0,0,0,1964621,315,156672,12.539707,6236.892063,0.218247,623,263951,0,0,False,phase6_candidate_c3_float16_v1,
C0,057d6c9242e328900f923d4e4c265eaba1bf95e57e1be120a024d2c42c143ddd,123223,64,2,4,256,float16,dense,perspective_normalized_squares,10,1536,2048,recording_reconstruction,reconstruction,throughput,32,ok,25.08901,207,317952,317952,501,12672.958985,19.968902,88.391218,"{""battleless_move_limit_draw"": 6, ""flag_capture"": 495}",0.460705,0.004043,0.12162,0.044762,0.254985,0.001763,0.129577,0.870423,0.035878,0.843183,0.15634,0.154997,0.032937,121.192972,118.9515,133.239041,221.123708,4628578304,3197681664,94288896,3873456128,572416,0,0,0,0,0,0,0,6574657,530,327168,20.09566,12405.013208,0.878602,1667,876449,746,0,,phase6_candidate_c0_float16_v1,
C1,31ca84ab140c523e65567787b0289fe0dbdf5ab0344667410a5fda7060cfe07d,863959,128,4,4,512,float16,dense,perspective_normalized_squares,10,1536,2048,recording_reconstruction,reconstruction,throughput,32,ok,25.014423,150,230400,230400,368,9210.686033,14.711512,69.252717,"{""flag_capture"": 368}",0.604374,0.003102,0.087638,0.032688,0.184824,0.000455,0.093195,0.906805,0.025576,0.880439,0.119223,0.118241,0.031213,166.75304,163.612396,205.658541,231.713625,4662444032,2941730816,94288896,3381690368,2429440,0,0,0,0,0,0,0,3600575,396,239616,15.026438,9092.361111,0.482596,1006,477011,862,0,,phase6_candidate_c1_float16_v1,
C2,3f49fc3a7c345b7a0a43b683861dd33e3cb82d59b322386e4fe1089ef945dba3,1922519,192,4,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,recording_reconstruction,reconstruction,throughput,32,ok,25.104745,104,159744,159744,298,6363.099926,11.870266,52.063758,"{""flag_capture"": 298}",0.728074,0.002115,0.062004,0.022871,0.128751,0.000942,0.065325,0.934675,0.019765,0.92192,0.07783,0.077121,0.014121,241.382111,239.330271,258.551625,284.868541,4663656448,2704408576,94288896,3383787520,7402240,0,0,0,0,0,0,0,2104281,328,168960,12.454315,6415.490854,0.281029,665,284179,315,0,,phase6_candidate_c2_float16_v1,
C3,62cffd75b6f958d70d95691126c180f7f29ac092c21ee62c771ad6e4d634d58e,2812247,192,6,6,768,float16,dense,perspective_normalized_squares,10,1536,2048,recording_reconstruction,reconstruction,throughput,32,ok,25.161622,77,118272,118272,229,4700.491861,9.101162,41.825328,"{""flag_capture"": 229}",0.80191,0.00153,0.046139,0.016931,0.09477,0.000233,0.04731,0.95269,0.014385,0.944606,0.05521,0.054706,0.008772,326.764367,325.680042,342.390416,351.7855,4664164352,2578333696,94288896,3383787520,13153024,0,0,0,0,0,0,0,1275397,257,127488,10.004055,4962.634241,0.169945,445,176912,182,0,,phase6_candidate_c3_float16_v1,
