state_ordinal,public_state_identity,game_id,decision_index,opponent_stratum,observer_color,opponent_setup_source,progress_bucket,unresolved_pieces,moved_unresolved,learned_worlds,distinct_worlds,fallback_steps,baseline_worlds,baseline_distinct_worlds,mean_marginal_l1,mean_learned_entropy
0,b3bb94ef9187ccaa2d70553c6c6e2a21864853a5bbe268c8e6afc9fa4235fec3,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,0,basic_rule,red,neutral,early,40,0,18,18,0,4,4,0.610805,2.226761
1,812a8ebda40637f65d1a420f9c032a6ad747db4e9a4be3c9d156e72267a61967,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,4,basic_rule,red,neutral,early,37,1,18,18,0,4,4,0.601339,2.24209
2,63019bd5652e3eff3453a0926ff34ab7338e009df8f6b174502951b3163adf39,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,10,basic_rule,red,neutral,early,37,4,18,18,0,4,4,0.562309,2.19117
3,d98e0ebccd85ae83d1e7f43b8db803536dfc0d92f81f97ce26e73e7ef79338d8,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,16,basic_rule,red,neutral,early,37,5,18,18,0,4,4,0.611477,2.182204
4,6e85f51dd84d26ee5a845f15c6dadce8fcda9de059c1b83e466bc91ee97a2a32,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,22,basic_rule,red,neutral,early,36,5,18,18,0,4,4,0.576326,2.177714
5,1aae999dcb8a53a2649698fb8649082242f4c1fdcaebcb5770d029b9898330db,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,28,basic_rule,red,neutral,early,36,7,18,18,0,4,4,0.562729,2.130845
6,e2b3796f755a899fd64ded6a189fda0d2c4543a876593e80b903d8914c5668fe,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,34,basic_rule,red,neutral,early,35,6,18,18,0,4,4,0.579431,2.129866
7,86f43b3a1460934f04f8ed3dc49bed29eb0b6c8e782010fe3e82e2362874b3d4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,40,basic_rule,red,neutral,middle,34,5,18,18,0,4,4,0.54813,2.121809
8,6a1ca565d720b99ea0b11c0838268983aac11890b5f70b1d0fb2df9087f10624,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,46,basic_rule,red,neutral,middle,33,4,18,18,0,4,4,0.605279,2.115427
9,e7ce0c1f2d3fe197cbee4fa4ab96a4eba34b7d47aa6fd12a71e553eda661d7d0,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,52,basic_rule,red,neutral,middle,31,4,18,18,0,4,4,0.570586,2.161533
10,90803e89931fd848049de5227d4bfbee4fd10f79b3e7a1539fa13feabd4d6833,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,58,basic_rule,red,neutral,middle,30,3,18,18,0,4,4,0.579512,2.144414
11,97350de772750d95ccedc8c3aa4c2e67224e705b1495d8e3562f964a30207f48,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,64,basic_rule,red,neutral,middle,29,4,18,18,0,4,4,0.594062,2.153714
12,5fcce50c6538a4e7e03322004c9363720b22f3817b720e18693d1e04ec29602f,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,70,basic_rule,red,neutral,middle,29,4,18,18,0,4,4,0.5481,2.117925
13,7a5eef7830783df8668f9ed8d70c2b8cd2ebb011246c57e401999fd4dead87e6,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,76,basic_rule,red,neutral,middle,25,5,18,18,0,4,4,0.484497,2.058548
14,978013e06c58f8eb07358d1f4e811cd71b92e856bdac4c1fb68019810ffba7b2,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,82,basic_rule,red,neutral,middle,24,4,18,18,0,4,4,0.538048,1.982825
15,462fae47cdc93191a589fb52b031dfd11aed9acc8febcd28f69820e861941722,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=0,88,basic_rule,red,neutral,middle,24,4,18,18,0,4,4,0.502249,1.960271
16,3b617f47bfbeab9571d4e9b04d49e81fbb3f5e69186e896a3746634baa229706,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,1,basic_rule,blue,neutral,early,39,0,18,18,0,4,4,0.568874,2.245959
17,39cf1207f44343714c37c3bb7f5d7860a2cc7bef56ef864df5be03ebb619f336,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,11,basic_rule,blue,neutral,early,36,1,18,18,0,4,4,0.633334,2.245037
18,b55c6aaacb99ae136c24aa310589fe0398560bdfb781585e450cc871b09f0384,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,23,basic_rule,blue,neutral,early,35,2,18,18,0,4,4,0.569165,2.231535
19,6a3ac295db828650e55d8aab91f62194a09a09c06b1eed66d3a22ce56c1ec3df,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,35,basic_rule,blue,neutral,early,32,2,18,18,0,4,4,0.580777,2.200308
20,1ddd4a01973eb6fa7049f967d64d6ad35bc424c784af14d43eee0a1df4e42988,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,47,basic_rule,blue,neutral,middle,30,1,18,18,0,4,4,0.59592,2.1057
21,3575ccd30b2b12acd1b0ebd197e616f98b297b2c2853621062cbc9d10d438dcb,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,59,basic_rule,blue,neutral,middle,28,2,18,18,0,4,4,0.533865,2.090789
22,b751f147dbc4aaec19454261e4453685a401aebe711bafb1e9eb5807abe555f6,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,69,basic_rule,blue,neutral,middle,27,5,18,18,0,4,4,0.502789,1.956178
23,537ef8585bf17850434f42f2a0ff538a917087e35d659231b18c20a1730780e2,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,81,basic_rule,blue,neutral,middle,24,5,18,18,0,4,4,0.477149,1.829409
24,db2a05c4fa112600e733cb26516ecc75ab8f3a7d54c0a6957d8822a570f95716,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,93,basic_rule,blue,neutral,middle,18,1,18,18,0,4,4,0.501155,1.740967
25,e6d6b504aa6b405e65b5853b7b0872ef41b5ce95c24782c34d364afec587b6bd,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,105,basic_rule,blue,neutral,middle,17,3,18,18,0,4,4,0.497015,1.701542
26,db3b532b70a018edf513edfa08fe3fb7e00b5c3b184c73843dc4a1daee4351e3,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,117,basic_rule,blue,neutral,middle,14,3,18,18,0,4,4,0.535994,1.588733
27,c3d176ba0bd26d8ebc7dfeb76b2e171a0fedc5163acaa0d9534e8e4ca3b29f63,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,127,basic_rule,blue,neutral,late,12,4,18,18,0,4,4,0.379973,1.179145
28,8f4a441814d029a72616b78beb590f3d4a5e101ef809908b303386b09b1a4642,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,139,basic_rule,blue,neutral,late,9,2,18,17,0,4,4,0.326136,0.790499
29,7135de13cb1159a1e354fcb0774ef52a124f62a9aeeb8e47f3829646d4294d94,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,151,basic_rule,blue,neutral,late,8,2,18,7,0,4,3,0.299423,0.721707
30,22607ec080350113dce65134c0e509cf8f597208693eb1524ff345ca51b8319c,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,163,basic_rule,blue,neutral,late,7,1,18,4,0,4,3,0.287065,0.492849
31,a6cf19a9b936f63fe56cd6e5b973799152e13917f9866c70cfde66efc781530b,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=000|g=1,175,basic_rule,blue,neutral,late,6,1,18,5,0,4,3,0.352282,0.647186
32,d44d6335bc14e8cb68a42c3da20bf1c16eb37c592a019cc71e72d8655a36a4a1,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,0,basic_rule,red,neutral,early,40,0,18,18,0,4,4,0.57088,2.229859
33,f33c81bc958586f2e5cb6c2439bca17c1b8736bdc18ae29f2981757bc2f380c8,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,2,basic_rule,red,neutral,early,38,0,18,18,0,4,4,0.572572,2.212034
34,726e4b5b1b836a054c870eec6017514b9470eee8aa62fe49dc76c046e304aa11,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,6,basic_rule,red,neutral,early,37,1,18,18,0,4,4,0.565689,2.181636
35,572abfc49fbb4e3dfc16d2df008c390fd7a0c70ae2c3065a26a86e64fa854b8d,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,10,basic_rule,red,neutral,early,37,1,18,18,0,4,4,0.573504,2.183166
36,7b3854451dc94e0e9b67be991b51972f3b11e76887b43b5c112b920019641c09,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,14,basic_rule,red,neutral,early,37,3,18,18,0,4,4,0.540781,2.17837
37,ae5b2ee6d08f210a64ece9bdcb17164ecb26b614b867ee136fabb164a4eabd83,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,18,basic_rule,red,neutral,early,36,3,18,18,0,4,4,0.555153,2.172457
38,f4656e36256551ac7eb807d5e134e5addbf56cc0bc96060033b9898fbc05f9cb,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,22,basic_rule,red,neutral,early,35,3,18,18,0,4,4,0.555492,2.198795
39,2296b5899963df52692761d31e31e8ff0d5a8120c720450fdcf36363561d0b97,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,26,basic_rule,red,neutral,early,35,4,18,18,0,4,4,0.572057,2.176536
40,4fa12051f6e2bd1f745a06d0616cfb141af0b30b7e2b3c5206b77a7e0f8a60e4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,30,basic_rule,red,neutral,early,34,3,18,18,0,4,4,0.578529,2.172678
41,283041f978527cf86348c23a7f73448ab38e5e4fc3d84f273c3c4ab4ec508e92,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,34,basic_rule,red,neutral,early,34,3,18,18,0,4,4,0.578206,2.159725
42,a32e1f40d95bd7f1f771064618286c766d5847c1bfe4f9831d39c8ac47e5ff13,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,38,basic_rule,red,neutral,early,34,3,18,18,0,4,4,0.557137,2.153515
43,828b81a3b7007cca654f2c66df024550b19500b07b564dd84ebab2d317664e7e,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,42,basic_rule,red,neutral,middle,33,3,18,18,0,4,4,0.579424,2.155111
44,03f0afc0a0e8bd13e0fc869d64b9e5c3139f2306e349e40e01f3e93119eece4c,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,46,basic_rule,red,neutral,middle,32,3,18,18,0,4,4,0.539332,2.136357
45,6c6d59afd22ba5ecefad225e599cb09c8d43263b597a7ea18103a256893c6e3a,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,50,basic_rule,red,neutral,middle,32,3,18,18,0,4,4,0.587074,2.114765
46,a1d8ae61c5273a26e2d6bf146d47afe565ae32082a5bf758380ac9a8a4384be4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,54,basic_rule,red,neutral,middle,32,4,18,18,0,4,4,0.562083,2.113978
47,baba0ed9d259dd36d3fe9dc8180cfe9d079fa78705a1d56f551e02d592496a77,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=0,58,basic_rule,red,neutral,middle,32,5,18,18,0,4,4,0.585976,2.103266
48,803cdec8a6e2cf907dae6a5bbe986043fb4a13fd1d023ebfcc2523dbaa8c9cc4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,1,basic_rule,blue,neutral,early,39,0,18,18,0,4,4,0.617018,2.23937
49,a6af49847355353619f0bc9534f645659e344d190d21f37989197b5330f9ddf9,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,3,basic_rule,blue,neutral,early,37,0,18,18,0,4,4,0.574584,2.245139
50,73034bdbbc1bd18ecd3fe67d055ac17651f62bdc8c24cde998dadfd84370de59,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,5,basic_rule,blue,neutral,early,36,0,18,18,0,4,4,0.586576,2.252989
51,f1fff87ca678f8116123e51c0c73135cab4ced413d9dacbb6958eeb59b6660ff,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,7,basic_rule,blue,neutral,early,36,1,18,18,0,4,4,0.584,2.24072
52,7e218b24bfaa7ae1ee989a899f7aaf7867d62bfb3e151a3a7628cd3cd54f8be1,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,9,basic_rule,blue,neutral,early,36,2,18,18,0,4,4,0.595477,2.210063
53,e9688ef655ec91a858058b05c991b9eef272d37b0bd1d7f8971dd7f8b15d642d,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,11,basic_rule,blue,neutral,early,36,2,18,18,0,4,4,0.578886,2.217988
54,b3e976ba1ca4b1fe0612725e43ecbb969d287b55c4ce8412de544085e4a945e0,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,13,basic_rule,blue,neutral,early,36,3,18,18,0,4,4,0.597132,2.207229
55,b848bb7f0ba83f41c191a47e0c2d7d86f789a2c27aea0a262c39c018406e1329,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,15,basic_rule,blue,neutral,early,36,4,18,18,0,4,4,0.645639,2.198346
56,58b72a01f18ea93dedc682ac90a779ecf30a4d868c8b2e3f84c2cebe9ebb3c81,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=001|g=1,17,basic_rule,blue,neutral,early,36,4,18,18,0,4,4,0.572751,2.189557
57,5a7e366589c197ed537a87db8a20f2bd82c48eccbb802a642bcf0fbd9182b52b,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,0,basic_rule,red,neutral,early,40,0,18,18,0,4,4,0.562127,2.232399
58,8e30b64848d49ad6d183c6d2e99df3f38410ff1684959dafbc95f3ba82c6c8a0,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,8,basic_rule,red,neutral,early,37,0,18,18,0,4,4,0.585609,2.212557
59,0347e0681ac5a478d59a7c29761c5ef004f87daf636fb1c92b8ef6314673d2b5,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,18,basic_rule,red,neutral,early,33,1,18,18,0,4,4,0.602095,2.141596
60,6ef24199a8b5da39172ef75df8a343515ba2a752c9c1bfd096191ee030896cf1,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,28,basic_rule,red,neutral,early,31,3,18,18,0,4,4,0.559761,2.158626
61,47b347b9574e5fb6f118f3dd032aee4523e2340923103c0285655a7aa7f6d377,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,38,basic_rule,red,neutral,early,30,4,18,18,0,4,4,0.599052,2.130839
62,953787be85845a77400cdcd3cb70e18b95a3e613b2feb92d509449210e9bcadc,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,48,basic_rule,red,neutral,middle,29,5,18,18,0,4,4,0.513831,2.125861
63,3d719c6f3b6c32a893e9b6904b7f0a97cef70938008cb8ba1f7e2332299600e4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,58,basic_rule,red,neutral,middle,28,4,18,18,0,4,4,0.551231,2.05462
64,de2333c35f44ce531eaec140e5e4811409cd8516ceb53999b04c83e4d168894f,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,68,basic_rule,red,neutral,middle,26,3,18,18,0,4,4,0.507313,2.004564
65,4245a3940e3730d3235c4046d5097c4968854748e61e5d84bad2b3c2ffece085,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,78,basic_rule,red,neutral,middle,22,2,18,18,0,4,4,0.554956,2.031516
66,fd35b8274de31eccb84d6d14ccc54a50fc98be3ee51b1ba2d8218d5b205b549a,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,88,basic_rule,red,neutral,middle,19,2,18,18,0,4,4,0.500576,1.95719
67,a339d26a1878f99c8c0709f4f3fb85b5d69efa85cc32897b0350ee604888e2c7,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,98,basic_rule,red,neutral,middle,15,3,18,18,0,4,4,0.498615,1.712788
68,9b1ff685a6ea167d314de04a467ed1a711d7be2fd7198a6ec5e01d518961aac4,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,108,basic_rule,red,neutral,middle,15,4,18,18,0,4,4,0.465901,1.672872
69,e91a0725091bb5470c3fe718412260d47d019a79e9b6e23e454ab1e019214402,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,118,basic_rule,red,neutral,middle,13,4,18,18,0,4,4,0.542223,1.502356
70,66e7a0bd3deabb83a14d88e49ba7f986487bc41fefdfbba01d62d2c9c54ebadd,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,128,basic_rule,red,neutral,late,13,4,18,18,0,4,4,0.557149,1.412093
71,337046d3276ab653241a7606a0814b79da148c026a940d7abf3a82b794824bd9,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,138,basic_rule,red,neutral,late,11,5,18,18,0,4,4,0.335523,1.437833
72,0237015f682da7861d9495aa73ba12b5feb2ad6c7aa5993813394e97d9438eca,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=0,148,basic_rule,red,neutral,late,10,6,18,18,0,4,4,0.396594,1.4993
73,d04ab25d213fb5645ec5a5f4ddb1dd711fe29bb81870be48c264504674d57272,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=1,1,basic_rule,blue,neutral,early,39,0,18,18,0,4,4,0.619391,2.240487
74,c91daeb7bd9be4b8b071c3e0304f6581b64e17c02df66e8c2085a75a78110209,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=002|g=1,3,basic_rule,blue,neutral,early,38,0,18,18,0,4,4,0.597126,2.247317
75,e87e93ec701a27fdb59967a76830735ec5f73daf451a8a44def36471e0b5e4a7,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,0,basic_rule,red,neutral,early,40,0,18,18,0,4,4,0.570693,2.236991
76,50dec964d665659007dee2e2d798c3562d96d91a83ca78b388f141ff42fd91d0,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,6,basic_rule,red,neutral,early,38,1,18,18,0,4,4,0.609947,2.225231
77,a3e69c2baf17e23cca56176d9cdfdec079526d5064fd91a81318c2dcb701b623,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,14,basic_rule,red,neutral,early,36,0,18,18,0,4,4,0.567449,2.187286
78,f2ca50a87c8e825340bd0ad86240c7ca7f5354956da11665a323531aabe980f1,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,22,basic_rule,red,neutral,early,35,2,18,18,0,4,4,0.532608,2.164334
79,186c87d14504e9647d86248678cfb7a3ce72e542c30cebff2cf2daf972240716,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,30,basic_rule,red,neutral,early,34,3,18,18,0,4,4,0.553538,2.107197
80,2c39f7eda710ca05c4cf2600e1da8c77b098bd92c0ef22026d0d64af3f70a32a,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,38,basic_rule,red,neutral,early,31,3,18,18,0,4,4,0.539857,2.059999
81,1c826f9720a4936713042576fb0863698ece3730ee6d346898737b065c539f2d,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,46,basic_rule,red,neutral,middle,31,5,18,18,0,4,4,0.511073,2.002266
82,1e0be79e7d13f11e21bbf1b32cc0c3a03160d6efd740909b6c3ea67340cbe915,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,54,basic_rule,red,neutral,middle,31,5,18,18,0,4,4,0.496918,2.001041
83,be636045ef1ce872e57d6a88bea8f3b3af12bb84dde8cc59208306b83cde7cdc,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,62,basic_rule,red,neutral,middle,29,4,18,18,0,4,4,0.540628,1.982953
84,28966263996782b584f3c6c7d76ce4fd7f2e67d446f8a6b728e5f64c46dba088,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,70,basic_rule,red,neutral,middle,27,3,18,18,0,4,4,0.475608,1.897056
85,6527d747668919b7eef6b34aae21cad535706c0b55330da575a1c72f834a8df0,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,78,basic_rule,red,neutral,middle,27,3,18,18,0,4,4,0.488021,1.876624
86,70a5a5e09f4923fee04bd8792be4711d8e7da31cbe0cc3692bde24df905ea356,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,86,basic_rule,red,neutral,middle,26,5,18,18,0,4,4,0.477026,1.708312
87,c61ec3fd4ff46d34c2b07a5816d0e8f84bf5be38d2a9e042fb5334331850da8f,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,94,basic_rule,red,neutral,middle,24,6,18,18,0,4,4,0.435422,1.623743
88,441e7442b6e761b1f8ef60d5957d0aa9f0d495d111eee0773f7e3f689cedc53f,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,102,basic_rule,red,neutral,middle,23,5,18,18,0,4,4,0.454561,1.579865
89,6bb735eb658806e9114e553b1790166dab4f26cde68769494ca5970f7532d290,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,110,basic_rule,red,neutral,middle,19,5,18,18,0,4,4,0.465339,1.485762
90,c4b341b2875f05e6b48dd0bcc7edad6bd11a3148e09106c8949966523c11a795,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=0,118,basic_rule,red,neutral,middle,15,5,18,18,0,4,4,0.459712,1.2663
91,e81b24ef2c2998fe58c2f358b89e24a4bd4a250a9afb6b7333cbe6b6bfd53cc5,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,1,basic_rule,blue,neutral,early,40,1,18,18,0,4,4,0.577077,2.214025
92,0f3afbc25cf9990365c13c4f0db044d8b99cf8a9e461226e01be6ea8bb6987c3,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,3,basic_rule,blue,neutral,early,39,2,18,18,0,4,4,0.577408,2.189449
93,7cfc1c43715eb6ce343bd53c412ded449f720e799d594d3194d6705f89596517,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,5,basic_rule,blue,neutral,early,39,3,18,18,0,4,4,0.574878,2.179472
94,e98997839204af678f0bd40ce756e30fc38130c341ad05e6960338bad7f59a59,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,7,basic_rule,blue,neutral,early,39,4,18,18,0,4,4,0.553588,2.160343
95,fe3be98a155ec4e760ccc59ef77b18621f6ec4262675d7d489da1ad8bddadb3b,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,9,basic_rule,blue,neutral,early,39,5,18,18,0,4,4,0.529761,2.151838
96,ca83e9bf4ec1005d99741ea4720d1b8d6276838f6d8625603e5634ec47370d82,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,11,basic_rule,blue,neutral,early,38,4,18,18,0,4,4,0.558684,2.163262
97,da5f31ba70dcbacc78f824b9a27aea079672db0d2a45d78b16b2a66b19a6541f,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,13,basic_rule,blue,neutral,early,37,4,18,18,0,4,4,0.576986,2.185174
98,ebbacf42804737f7e60014918530ea96caf840afd30458bad6bb215ed478ed90,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,15,basic_rule,blue,neutral,early,37,4,18,18,0,4,4,0.571873,2.170201
99,ef5aa7caefb7900efe6d0ad9ca2f6b9ea4904438fbea2c2eb6bb70fbbe7d1f53,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,17,basic_rule,blue,neutral,early,36,3,18,18,0,4,4,0.601665,2.189718
100,84bde977709f1c0bf43968a721187322da0158b8659bed85118805b5bf06f659,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,19,basic_rule,blue,neutral,early,35,2,18,18,0,4,4,0.603117,2.182887
101,7844c453f3573f352a23c173fc559043e120ff3e5d9a50231bcdf3dae6217b3b,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,21,basic_rule,blue,neutral,early,34,2,18,18,0,4,4,0.615041,2.17092
102,8093d57b3315ab9abdcc22c5feef4a2d830fc43007936eff42a714fcc5319141,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,23,basic_rule,blue,neutral,early,32,2,18,18,0,4,4,0.577328,2.123468
103,693a83294369173c087773a5dee6a72775862b73916d9f5f8f70cefe8f2ad905,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=003|g=1,25,basic_rule,blue,neutral,early,31,2,18,18,0,4,4,0.56974,2.112418
104,4c7337ed9f99e333b980b85d1ad355610b7e42b46c4eb19827a32be08a028dd6,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=004|g=0,0,basic_rule,red,neutral,early,40,0,18,18,0,4,4,0.564981,2.231928
105,14d6e027062c8187f4ab26055f60daf489f27b3af072d584d00b99110f64811a,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=004|g=0,16,basic_rule,red,neutral,early,35,1,18,18,0,4,4,0.536717,2.114064
106,f2cd2fe774948cb23c323e320f62f6e567e508f3fc54b07d9dd4a12d5f584461,phase11_validation_bank_v1|ms=2026081901|st=basic_rule|src=neutral|c=004|g=0,34,basic_rule,red,neutral,early,31,2,18,18,0,4,4,0.501808,2.03698
