benchmark_state_id,state_ordinal,configuration,worlds,opponent_stratum,observer_color,progress_bucket,unresolved_pieces,hidden_pieces,public_state_identity,document_ms,forward_ms,sampling_ms,total_ms
phase11_benchmark_state_v1|ms=2026081901|n=114,114,forward_plus_32_worlds,32,phase8_anchor,blue,late,13,13,b7d7716e81c50f6fb176df93f90eb28def345320218877a3da365b9d3c35e3db,0.263708,1.31425,13.11675,14.694708
phase11_benchmark_state_v1|ms=2026081901|n=114,114,forward_plus_64_worlds,64,phase8_anchor,blue,late,13,13,b7d7716e81c50f6fb176df93f90eb28def345320218877a3da365b9d3c35e3db,0.274875,1.430334,26.261458,27.966667
phase11_benchmark_state_v1|ms=2026081901|n=115,115,forward_only,0,phase8_anchor,blue,late,14,14,b41bb4682caef5d12c951ca9dae5d28eaec218620dc1a2b46c0cecd80ab35916,0.284542,1.56675,0.057292,1.908584
phase11_benchmark_state_v1|ms=2026081901|n=115,115,forward_plus_16_worlds,16,phase8_anchor,blue,late,14,14,b41bb4682caef5d12c951ca9dae5d28eaec218620dc1a2b46c0cecd80ab35916,0.255208,1.280208,6.799292,8.334708
phase11_benchmark_state_v1|ms=2026081901|n=115,115,forward_plus_32_worlds,32,phase8_anchor,blue,late,14,14,b41bb4682caef5d12c951ca9dae5d28eaec218620dc1a2b46c0cecd80ab35916,0.256625,1.288209,13.626291,15.171125
phase11_benchmark_state_v1|ms=2026081901|n=115,115,forward_plus_64_worlds,64,phase8_anchor,blue,late,14,14,b41bb4682caef5d12c951ca9dae5d28eaec218620dc1a2b46c0cecd80ab35916,0.279959,1.510916,27.091709,28.882584
phase11_benchmark_state_v1|ms=2026081901|n=116,116,forward_only,0,phase8_anchor,blue,late,16,16,3d80f7e3e581be83754ce63e03b1697ab3bc9a759797f663c02fa7cafdeb26a9,0.28625,1.662583,0.064708,2.013541
phase11_benchmark_state_v1|ms=2026081901|n=116,116,forward_plus_16_worlds,16,phase8_anchor,blue,late,16,16,3d80f7e3e581be83754ce63e03b1697ab3bc9a759797f663c02fa7cafdeb26a9,0.248708,1.284917,7.186208,8.719833
phase11_benchmark_state_v1|ms=2026081901|n=116,116,forward_plus_32_worlds,32,phase8_anchor,blue,late,16,16,3d80f7e3e581be83754ce63e03b1697ab3bc9a759797f663c02fa7cafdeb26a9,0.255125,1.355541,14.136667,15.747333
phase11_benchmark_state_v1|ms=2026081901|n=116,116,forward_plus_64_worlds,64,phase8_anchor,blue,late,16,16,3d80f7e3e581be83754ce63e03b1697ab3bc9a759797f663c02fa7cafdeb26a9,0.248834,1.331166,28.128584,29.708584
phase11_benchmark_state_v1|ms=2026081901|n=117,117,forward_only,0,phase8_anchor,blue,late,17,17,a767ebcf1de85c911a3b2ef045307db65edab6f3f50a8793b2028a641101510d,0.291833,1.587125,0.065333,1.944291
phase11_benchmark_state_v1|ms=2026081901|n=117,117,forward_plus_16_worlds,16,phase8_anchor,blue,late,17,17,a767ebcf1de85c911a3b2ef045307db65edab6f3f50a8793b2028a641101510d,0.260375,1.288292,7.3595,8.908167
phase11_benchmark_state_v1|ms=2026081901|n=117,117,forward_plus_32_worlds,32,phase8_anchor,blue,late,17,17,a767ebcf1de85c911a3b2ef045307db65edab6f3f50a8793b2028a641101510d,0.251541,1.26725,14.805375,16.324166
phase11_benchmark_state_v1|ms=2026081901|n=117,117,forward_plus_64_worlds,64,phase8_anchor,blue,late,17,17,a767ebcf1de85c911a3b2ef045307db65edab6f3f50a8793b2028a641101510d,0.281,1.499084,30.385333,32.165417
phase11_benchmark_state_v1|ms=2026081901|n=118,118,forward_only,0,phase8_anchor,blue,late,20,20,39476cac897c58dabd634d3600ceaafe6e7c38e393cc4f8eafacb37112f2cea0,0.283667,1.650083,0.093417,2.027167
phase11_benchmark_state_v1|ms=2026081901|n=118,118,forward_plus_16_worlds,16,phase8_anchor,blue,late,20,20,39476cac897c58dabd634d3600ceaafe6e7c38e393cc4f8eafacb37112f2cea0,0.308917,1.52425,8.233083,10.06625
phase11_benchmark_state_v1|ms=2026081901|n=118,118,forward_plus_32_worlds,32,phase8_anchor,blue,late,20,20,39476cac897c58dabd634d3600ceaafe6e7c38e393cc4f8eafacb37112f2cea0,0.261084,1.368916,16.544959,18.174959
phase11_benchmark_state_v1|ms=2026081901|n=118,118,forward_plus_64_worlds,64,phase8_anchor,blue,late,20,20,39476cac897c58dabd634d3600ceaafe6e7c38e393cc4f8eafacb37112f2cea0,0.287917,1.512666,31.804417,33.605
phase11_benchmark_state_v1|ms=2026081901|n=119,119,forward_only,0,phase8_anchor,blue,late,22,22,a61a11c4f9c9a95bde6642ceb36e990f64ed4ec086d16f0a41a29470b40054cc,0.280542,1.619958,0.084125,1.984625
phase11_benchmark_state_v1|ms=2026081901|n=119,119,forward_plus_16_worlds,16,phase8_anchor,blue,late,22,22,a61a11c4f9c9a95bde6642ceb36e990f64ed4ec086d16f0a41a29470b40054cc,0.258,1.285209,8.369583,9.912792
phase11_benchmark_state_v1|ms=2026081901|n=119,119,forward_plus_32_worlds,32,phase8_anchor,blue,late,22,22,a61a11c4f9c9a95bde6642ceb36e990f64ed4ec086d16f0a41a29470b40054cc,0.248458,1.273708,16.630709,18.152875
phase11_benchmark_state_v1|ms=2026081901|n=119,119,forward_plus_64_worlds,64,phase8_anchor,blue,late,22,22,a61a11c4f9c9a95bde6642ceb36e990f64ed4ec086d16f0a41a29470b40054cc,0.286583,1.441792,33.565542,35.293917
phase11_benchmark_state_v1|ms=2026081901|n=120,120,forward_only,0,strategic_rule,red,early,26,26,f60fdb0cd8605a5e71c8ab43c7846d1b922ee29c7fa5d7b8650f4d65543d4392,0.296583,1.63725,0.091917,2.02575
phase11_benchmark_state_v1|ms=2026081901|n=120,120,forward_plus_16_worlds,16,strategic_rule,red,early,26,26,f60fdb0cd8605a5e71c8ab43c7846d1b922ee29c7fa5d7b8650f4d65543d4392,0.271292,1.346542,9.561041,11.178875
phase11_benchmark_state_v1|ms=2026081901|n=120,120,forward_plus_32_worlds,32,strategic_rule,red,early,26,26,f60fdb0cd8605a5e71c8ab43c7846d1b922ee29c7fa5d7b8650f4d65543d4392,0.268416,1.464875,18.690584,20.423875
phase11_benchmark_state_v1|ms=2026081901|n=120,120,forward_plus_64_worlds,64,strategic_rule,red,early,26,26,f60fdb0cd8605a5e71c8ab43c7846d1b922ee29c7fa5d7b8650f4d65543d4392,0.278,1.476542,36.708333,38.462875
phase11_benchmark_state_v1|ms=2026081901|n=121,121,forward_only,0,strategic_rule,red,early,34,34,21a2b0500ca9da4f6caec6c73c4c6e030fb63b36be88c29ed773cad7e21e1613,0.280667,1.527583,0.10975,1.918
phase11_benchmark_state_v1|ms=2026081901|n=121,121,forward_plus_16_worlds,16,strategic_rule,red,early,34,34,21a2b0500ca9da4f6caec6c73c4c6e030fb63b36be88c29ed773cad7e21e1613,0.251834,1.26875,10.837416,12.358
phase11_benchmark_state_v1|ms=2026081901|n=121,121,forward_plus_32_worlds,32,strategic_rule,red,early,34,34,21a2b0500ca9da4f6caec6c73c4c6e030fb63b36be88c29ed773cad7e21e1613,0.267542,1.414708,21.514167,23.196417
phase11_benchmark_state_v1|ms=2026081901|n=121,121,forward_plus_64_worlds,64,strategic_rule,red,early,34,34,21a2b0500ca9da4f6caec6c73c4c6e030fb63b36be88c29ed773cad7e21e1613,0.278083,1.510584,42.41275,44.201417
phase11_benchmark_state_v1|ms=2026081901|n=122,122,forward_only,0,strategic_rule,red,early,35,35,0d72b3d742ee6ea0331fe9352693bd5fa23829690d06f8b6eeefc2964fdc1399,0.283125,1.597458,0.1165,1.997083
phase11_benchmark_state_v1|ms=2026081901|n=122,122,forward_plus_16_worlds,16,strategic_rule,red,early,35,35,0d72b3d742ee6ea0331fe9352693bd5fa23829690d06f8b6eeefc2964fdc1399,0.245084,1.308833,11.167333,12.72125
phase11_benchmark_state_v1|ms=2026081901|n=122,122,forward_plus_32_worlds,32,strategic_rule,red,early,35,35,0d72b3d742ee6ea0331fe9352693bd5fa23829690d06f8b6eeefc2964fdc1399,0.256542,1.461083,22.169959,23.887584
phase11_benchmark_state_v1|ms=2026081901|n=122,122,forward_plus_64_worlds,64,strategic_rule,red,early,35,35,0d72b3d742ee6ea0331fe9352693bd5fa23829690d06f8b6eeefc2964fdc1399,0.273584,1.569833,42.705125,44.548542
phase11_benchmark_state_v1|ms=2026081901|n=123,123,forward_only,0,strategic_rule,red,early,35,35,d63eb1c4dfb6a0e6a68fbe12c91bd32a4c2a1c5bdc45c52feb91afb7d9932e57,0.277625,1.491084,0.116958,1.885667
phase11_benchmark_state_v1|ms=2026081901|n=123,123,forward_plus_16_worlds,16,strategic_rule,red,early,35,35,d63eb1c4dfb6a0e6a68fbe12c91bd32a4c2a1c5bdc45c52feb91afb7d9932e57,0.247792,1.262833,11.033958,12.544583
phase11_benchmark_state_v1|ms=2026081901|n=123,123,forward_plus_32_worlds,32,strategic_rule,red,early,35,35,d63eb1c4dfb6a0e6a68fbe12c91bd32a4c2a1c5bdc45c52feb91afb7d9932e57,0.254958,1.339417,21.841708,23.436083
phase11_benchmark_state_v1|ms=2026081901|n=123,123,forward_plus_64_worlds,64,strategic_rule,red,early,35,35,d63eb1c4dfb6a0e6a68fbe12c91bd32a4c2a1c5bdc45c52feb91afb7d9932e57,0.274625,1.504666,43.665542,45.444833
phase11_benchmark_state_v1|ms=2026081901|n=124,124,forward_only,0,strategic_rule,red,early,36,36,4f58ceb9a2c84ff9aa157ea6ffffe58de5bc06d8e33c880337be982484e3d942,0.2515,1.439375,0.115,1.805875
phase11_benchmark_state_v1|ms=2026081901|n=124,124,forward_plus_16_worlds,16,strategic_rule,red,early,36,36,4f58ceb9a2c84ff9aa157ea6ffffe58de5bc06d8e33c880337be982484e3d942,0.237792,1.247833,10.842375,12.328
phase11_benchmark_state_v1|ms=2026081901|n=124,124,forward_plus_32_worlds,32,strategic_rule,red,early,36,36,4f58ceb9a2c84ff9aa157ea6ffffe58de5bc06d8e33c880337be982484e3d942,0.236416,1.304625,21.548167,23.089208
phase11_benchmark_state_v1|ms=2026081901|n=124,124,forward_plus_64_worlds,64,strategic_rule,red,early,36,36,4f58ceb9a2c84ff9aa157ea6ffffe58de5bc06d8e33c880337be982484e3d942,0.248542,1.423292,42.588833,44.260667
phase11_benchmark_state_v1|ms=2026081901|n=125,125,forward_only,0,strategic_rule,red,early,36,36,bacd2b171ebb646eda783d0512017c13acfaa7a49606547811aa8ce708c50a17,0.276042,1.507916,0.118042,1.902
phase11_benchmark_state_v1|ms=2026081901|n=125,125,forward_plus_16_worlds,16,strategic_rule,red,early,36,36,bacd2b171ebb646eda783d0512017c13acfaa7a49606547811aa8ce708c50a17,0.24775,1.253833,11.138875,12.640458
phase11_benchmark_state_v1|ms=2026081901|n=125,125,forward_plus_32_worlds,32,strategic_rule,red,early,36,36,bacd2b171ebb646eda783d0512017c13acfaa7a49606547811aa8ce708c50a17,0.256583,1.506375,22.145417,23.908375
phase11_benchmark_state_v1|ms=2026081901|n=125,125,forward_plus_64_worlds,64,strategic_rule,red,early,36,36,bacd2b171ebb646eda783d0512017c13acfaa7a49606547811aa8ce708c50a17,0.26475,1.390042,44.194125,45.848917
phase11_benchmark_state_v1|ms=2026081901|n=126,126,forward_only,0,strategic_rule,red,early,37,37,387a39884699906d69c175eebb06c1cf906237b0862a51175e40855e5d11889b,0.278625,1.565667,0.119167,1.963459
phase11_benchmark_state_v1|ms=2026081901|n=126,126,forward_plus_16_worlds,16,strategic_rule,red,early,37,37,387a39884699906d69c175eebb06c1cf906237b0862a51175e40855e5d11889b,0.261666,1.465875,12.025084,13.752625
phase11_benchmark_state_v1|ms=2026081901|n=126,126,forward_plus_32_worlds,32,strategic_rule,red,early,37,37,387a39884699906d69c175eebb06c1cf906237b0862a51175e40855e5d11889b,0.280708,1.660625,23.605584,25.546917
phase11_benchmark_state_v1|ms=2026081901|n=126,126,forward_plus_64_worlds,64,strategic_rule,red,early,37,37,387a39884699906d69c175eebb06c1cf906237b0862a51175e40855e5d11889b,0.314333,1.795542,50.97675,53.086625
phase11_benchmark_state_v1|ms=2026081901|n=127,127,forward_only,0,strategic_rule,red,early,37,37,bcd7fd303797d02c4adbe8ceca63f6f2d6149854d5b244c9c5e890619177c116,0.280417,1.72875,0.120208,2.129375
phase11_benchmark_state_v1|ms=2026081901|n=127,127,forward_plus_16_worlds,16,strategic_rule,red,early,37,37,bcd7fd303797d02c4adbe8ceca63f6f2d6149854d5b244c9c5e890619177c116,0.235208,1.30925,10.978209,12.522667
phase11_benchmark_state_v1|ms=2026081901|n=127,127,forward_plus_32_worlds,32,strategic_rule,red,early,37,37,bcd7fd303797d02c4adbe8ceca63f6f2d6149854d5b244c9c5e890619177c116,0.253667,1.430833,21.893125,23.577625
phase11_benchmark_state_v1|ms=2026081901|n=127,127,forward_plus_64_worlds,64,strategic_rule,red,early,37,37,bcd7fd303797d02c4adbe8ceca63f6f2d6149854d5b244c9c5e890619177c116,0.288,1.709916,43.8765,45.874416
phase11_benchmark_state_v1|ms=2026081901|n=128,128,forward_only,0,strategic_rule,red,early,38,38,7fe064f094b1a35e3b0e0129e82a0f05c7e6fe1f010884beb6bf605bc7f08bf1,0.2705,1.638,0.123625,2.032125
phase11_benchmark_state_v1|ms=2026081901|n=128,128,forward_plus_16_worlds,16,strategic_rule,red,early,38,38,7fe064f094b1a35e3b0e0129e82a0f05c7e6fe1f010884beb6bf605bc7f08bf1,0.236542,1.25575,11.210666,12.702958
phase11_benchmark_state_v1|ms=2026081901|n=128,128,forward_plus_32_worlds,32,strategic_rule,red,early,38,38,7fe064f094b1a35e3b0e0129e82a0f05c7e6fe1f010884beb6bf605bc7f08bf1,0.247458,1.382,22.173209,23.802667
phase11_benchmark_state_v1|ms=2026081901|n=128,128,forward_plus_64_worlds,64,strategic_rule,red,early,38,38,7fe064f094b1a35e3b0e0129e82a0f05c7e6fe1f010884beb6bf605bc7f08bf1,0.258167,1.596791,43.428667,45.283625
phase11_benchmark_state_v1|ms=2026081901|n=129,129,forward_only,0,strategic_rule,red,early,39,39,a984b820b5c009f56854d8622859426e78743f2aba41d1bec7d33faa29999eb2,0.251042,1.489958,0.121083,1.862083
phase11_benchmark_state_v1|ms=2026081901|n=129,129,forward_plus_16_worlds,16,strategic_rule,red,early,39,39,a984b820b5c009f56854d8622859426e78743f2aba41d1bec7d33faa29999eb2,0.22425,1.244167,11.093291,12.561708
phase11_benchmark_state_v1|ms=2026081901|n=129,129,forward_plus_32_worlds,32,strategic_rule,red,early,39,39,a984b820b5c009f56854d8622859426e78743f2aba41d1bec7d33faa29999eb2,0.248584,1.442791,22.219917,23.911292
phase11_benchmark_state_v1|ms=2026081901|n=129,129,forward_plus_64_worlds,64,strategic_rule,red,early,39,39,a984b820b5c009f56854d8622859426e78743f2aba41d1bec7d33faa29999eb2,0.249459,1.498666,43.939,45.687125
phase11_benchmark_state_v1|ms=2026081901|n=130,130,forward_only,0,strategic_rule,red,middle,10,10,170fecba963aa08ecc565aca0359cdff6139cb55ef398b347d377afedb9d9727,0.285208,1.50025,0.043958,1.829416
phase11_benchmark_state_v1|ms=2026081901|n=130,130,forward_plus_16_worlds,16,strategic_rule,red,middle,10,10,170fecba963aa08ecc565aca0359cdff6139cb55ef398b347d377afedb9d9727,0.254166,1.276542,5.90725,7.437958
phase11_benchmark_state_v1|ms=2026081901|n=130,130,forward_plus_32_worlds,32,strategic_rule,red,middle,10,10,170fecba963aa08ecc565aca0359cdff6139cb55ef398b347d377afedb9d9727,0.258458,1.337167,11.810708,13.406333
phase11_benchmark_state_v1|ms=2026081901|n=130,130,forward_plus_64_worlds,64,strategic_rule,red,middle,10,10,170fecba963aa08ecc565aca0359cdff6139cb55ef398b347d377afedb9d9727,0.260042,1.321083,23.717625,25.29875
phase11_benchmark_state_v1|ms=2026081901|n=131,131,forward_only,0,strategic_rule,red,middle,18,18,789b7e857ce98f630ff3093ba8877977a50470060efb2dc108623452c644b2d5,0.287458,1.467375,0.067417,1.82225
phase11_benchmark_state_v1|ms=2026081901|n=131,131,forward_plus_16_worlds,16,strategic_rule,red,middle,18,18,789b7e857ce98f630ff3093ba8877977a50470060efb2dc108623452c644b2d5,0.257292,1.296791,7.568875,9.122958
phase11_benchmark_state_v1|ms=2026081901|n=131,131,forward_plus_32_worlds,32,strategic_rule,red,middle,18,18,789b7e857ce98f630ff3093ba8877977a50470060efb2dc108623452c644b2d5,0.277833,1.376125,15.346917,17.000875
phase11_benchmark_state_v1|ms=2026081901|n=131,131,forward_plus_64_worlds,64,strategic_rule,red,middle,18,18,789b7e857ce98f630ff3093ba8877977a50470060efb2dc108623452c644b2d5,0.279875,1.452708,30.0625,31.795083
phase11_benchmark_state_v1|ms=2026081901|n=132,132,forward_only,0,strategic_rule,red,middle,23,23,09a479c3c5bb12e912ef6b44d12e392ce48d42bebb6b2e886621a4a3a0964189,0.268458,1.411125,0.081,1.760583
phase11_benchmark_state_v1|ms=2026081901|n=132,132,forward_plus_16_worlds,16,strategic_rule,red,middle,23,23,09a479c3c5bb12e912ef6b44d12e392ce48d42bebb6b2e886621a4a3a0964189,0.265917,1.274458,8.530875,10.07125
phase11_benchmark_state_v1|ms=2026081901|n=132,132,forward_plus_32_worlds,32,strategic_rule,red,middle,23,23,09a479c3c5bb12e912ef6b44d12e392ce48d42bebb6b2e886621a4a3a0964189,0.256792,1.287666,17.064875,18.609333
phase11_benchmark_state_v1|ms=2026081901|n=132,132,forward_plus_64_worlds,64,strategic_rule,red,middle,23,23,09a479c3c5bb12e912ef6b44d12e392ce48d42bebb6b2e886621a4a3a0964189,0.25475,1.329375,34.1535,35.737625
phase11_benchmark_state_v1|ms=2026081901|n=133,133,forward_only,0,strategic_rule,red,middle,25,25,69d4d9a61bce22de1a49fdd8747442fdbc6bf987b87ca488dde26b9a8c8e70bb,0.279292,1.568083,0.088125,1.9355
phase11_benchmark_state_v1|ms=2026081901|n=133,133,forward_plus_16_worlds,16,strategic_rule,red,middle,25,25,69d4d9a61bce22de1a49fdd8747442fdbc6bf987b87ca488dde26b9a8c8e70bb,0.255958,1.2755,8.961542,10.493
phase11_benchmark_state_v1|ms=2026081901|n=133,133,forward_plus_32_worlds,32,strategic_rule,red,middle,25,25,69d4d9a61bce22de1a49fdd8747442fdbc6bf987b87ca488dde26b9a8c8e70bb,0.259584,1.35125,17.656208,19.267042
phase11_benchmark_state_v1|ms=2026081901|n=133,133,forward_plus_64_worlds,64,strategic_rule,red,middle,25,25,69d4d9a61bce22de1a49fdd8747442fdbc6bf987b87ca488dde26b9a8c8e70bb,0.25925,1.371834,35.078416,36.7095
phase11_benchmark_state_v1|ms=2026081901|n=134,134,forward_only,0,strategic_rule,red,middle,27,27,9cf4877d2d8b073c390f6d0d7368683f2deaf1a931c958ca080ec7f45d98b69c,0.266584,1.38525,0.087416,1.73925
phase11_benchmark_state_v1|ms=2026081901|n=134,134,forward_plus_16_worlds,16,strategic_rule,red,middle,27,27,9cf4877d2d8b073c390f6d0d7368683f2deaf1a931c958ca080ec7f45d98b69c,0.243708,1.244542,9.194041,10.682291
phase11_benchmark_state_v1|ms=2026081901|n=134,134,forward_plus_32_worlds,32,strategic_rule,red,middle,27,27,9cf4877d2d8b073c390f6d0d7368683f2deaf1a931c958ca080ec7f45d98b69c,0.246666,1.289417,18.383333,19.919416
phase11_benchmark_state_v1|ms=2026081901|n=134,134,forward_plus_64_worlds,64,strategic_rule,red,middle,27,27,9cf4877d2d8b073c390f6d0d7368683f2deaf1a931c958ca080ec7f45d98b69c,0.246875,1.291584,36.804166,38.342625
phase11_benchmark_state_v1|ms=2026081901|n=135,135,forward_only,0,strategic_rule,red,middle,29,29,870c57b793f8e1efd6c6917cf2061dac75d4c07a25f901d0373d787f862b7d43,0.279333,1.448208,0.096625,1.824166
phase11_benchmark_state_v1|ms=2026081901|n=135,135,forward_plus_16_worlds,16,strategic_rule,red,middle,29,29,870c57b793f8e1efd6c6917cf2061dac75d4c07a25f901d0373d787f862b7d43,0.253292,1.317541,9.769625,11.340458
phase11_benchmark_state_v1|ms=2026081901|n=135,135,forward_plus_32_worlds,32,strategic_rule,red,middle,29,29,870c57b793f8e1efd6c6917cf2061dac75d4c07a25f901d0373d787f862b7d43,0.256083,1.427084,19.564875,21.248042
phase11_benchmark_state_v1|ms=2026081901|n=135,135,forward_plus_64_worlds,64,strategic_rule,red,middle,29,29,870c57b793f8e1efd6c6917cf2061dac75d4c07a25f901d0373d787f862b7d43,0.276916,1.423959,39.044708,40.745583
phase11_benchmark_state_v1|ms=2026081901|n=136,136,forward_only,0,strategic_rule,red,middle,30,30,e7c289e20024b2c5ec5f5a507a1795ee7cfc129b0146c8e37c6e9d2b1c0c5011,0.280459,1.463291,0.103125,1.846875
phase11_benchmark_state_v1|ms=2026081901|n=136,136,forward_plus_16_worlds,16,strategic_rule,red,middle,30,30,e7c289e20024b2c5ec5f5a507a1795ee7cfc129b0146c8e37c6e9d2b1c0c5011,0.256541,1.270375,9.977584,11.5045
phase11_benchmark_state_v1|ms=2026081901|n=136,136,forward_plus_32_worlds,32,strategic_rule,red,middle,30,30,e7c289e20024b2c5ec5f5a507a1795ee7cfc129b0146c8e37c6e9d2b1c0c5011,0.259583,1.301542,19.712958,21.274083
phase11_benchmark_state_v1|ms=2026081901|n=136,136,forward_plus_64_worlds,64,strategic_rule,red,middle,30,30,e7c289e20024b2c5ec5f5a507a1795ee7cfc129b0146c8e37c6e9d2b1c0c5011,0.264458,1.339875,39.767292,41.371625
phase11_benchmark_state_v1|ms=2026081901|n=137,137,forward_only,0,strategic_rule,red,middle,32,32,1af60f93f31b329321a3ab80a6548116a0f888fbb8018903f60a726b96976f0a,0.2725,1.47525,0.108041,1.855791
phase11_benchmark_state_v1|ms=2026081901|n=137,137,forward_plus_16_worlds,16,strategic_rule,red,middle,32,32,1af60f93f31b329321a3ab80a6548116a0f888fbb8018903f60a726b96976f0a,0.250833,1.275333,10.465292,11.991458
phase11_benchmark_state_v1|ms=2026081901|n=137,137,forward_plus_32_worlds,32,strategic_rule,red,middle,32,32,1af60f93f31b329321a3ab80a6548116a0f888fbb8018903f60a726b96976f0a,0.260458,1.348,20.5715,22.179958
phase11_benchmark_state_v1|ms=2026081901|n=137,137,forward_plus_64_worlds,64,strategic_rule,red,middle,32,32,1af60f93f31b329321a3ab80a6548116a0f888fbb8018903f60a726b96976f0a,0.263917,1.40375,41.038833,42.7065
phase11_benchmark_state_v1|ms=2026081901|n=138,138,forward_only,0,strategic_rule,red,middle,33,33,1b7d9918866e0adb4d54dfddda43445d2639e8ad56c5e95731f7393fdfae1d6f,0.274375,1.480209,0.1105,1.865084
phase11_benchmark_state_v1|ms=2026081901|n=138,138,forward_plus_16_worlds,16,strategic_rule,red,middle,33,33,1b7d9918866e0adb4d54dfddda43445d2639e8ad56c5e95731f7393fdfae1d6f,0.251042,1.268708,10.638584,12.158334
phase11_benchmark_state_v1|ms=2026081901|n=138,138,forward_plus_32_worlds,32,strategic_rule,red,middle,33,33,1b7d9918866e0adb4d54dfddda43445d2639e8ad56c5e95731f7393fdfae1d6f,0.26175,1.35975,21.002833,22.624333
phase11_benchmark_state_v1|ms=2026081901|n=138,138,forward_plus_64_worlds,64,strategic_rule,red,middle,33,33,1b7d9918866e0adb4d54dfddda43445d2639e8ad56c5e95731f7393fdfae1d6f,0.264834,1.359083,41.852417,43.476334
phase11_benchmark_state_v1|ms=2026081901|n=139,139,forward_only,0,strategic_rule,red,middle,34,34,cf6d6fece5712a8538237c54278516f17c3a592cb5768844ad643e1d0dd4786c,0.281583,1.605208,0.115084,2.001875
phase11_benchmark_state_v1|ms=2026081901|n=139,139,forward_plus_16_worlds,16,strategic_rule,red,middle,34,34,cf6d6fece5712a8538237c54278516f17c3a592cb5768844ad643e1d0dd4786c,0.256,1.295625,10.750875,12.3025
phase11_benchmark_state_v1|ms=2026081901|n=139,139,forward_plus_32_worlds,32,strategic_rule,red,middle,34,34,cf6d6fece5712a8538237c54278516f17c3a592cb5768844ad643e1d0dd4786c,0.251958,1.279167,21.455791,22.986916
phase11_benchmark_state_v1|ms=2026081901|n=139,139,forward_plus_64_worlds,64,strategic_rule,red,middle,34,34,cf6d6fece5712a8538237c54278516f17c3a592cb5768844ad643e1d0dd4786c,0.26425,1.355458,43.587375,45.207083
phase11_benchmark_state_v1|ms=2026081901|n=140,140,forward_only,0,strategic_rule,red,late,3,3,067854cd99608200c5206b93ddffcdfaad7742f27bf808f71f4e0aff12b29372,0.253875,1.393833,0.01725,1.664958
phase11_benchmark_state_v1|ms=2026081901|n=140,140,forward_plus_16_worlds,16,strategic_rule,red,late,3,3,067854cd99608200c5206b93ddffcdfaad7742f27bf808f71f4e0aff12b29372,0.232542,1.280375,4.573208,6.086125
phase11_benchmark_state_v1|ms=2026081901|n=140,140,forward_plus_32_worlds,32,strategic_rule,red,late,3,3,067854cd99608200c5206b93ddffcdfaad7742f27bf808f71f4e0aff12b29372,0.233916,1.412125,9.10925,10.755291
phase11_benchmark_state_v1|ms=2026081901|n=140,140,forward_plus_64_worlds,64,strategic_rule,red,late,3,3,067854cd99608200c5206b93ddffcdfaad7742f27bf808f71f4e0aff12b29372,0.273834,1.318666,18.171417,19.763917
phase11_benchmark_state_v1|ms=2026081901|n=141,141,forward_only,0,strategic_rule,red,late,7,7,38f3e06b88cbc96b2a8781ed7e886ad31f712e5db0da6c15c564b27c3b14bfe5,0.26325,1.362792,0.031666,1.657708
phase11_benchmark_state_v1|ms=2026081901|n=141,141,forward_plus_16_worlds,16,strategic_rule,red,late,7,7,38f3e06b88cbc96b2a8781ed7e886ad31f712e5db0da6c15c564b27c3b14bfe5,0.244917,1.250958,5.3845,6.880375
phase11_benchmark_state_v1|ms=2026081901|n=141,141,forward_plus_32_worlds,32,strategic_rule,red,late,7,7,38f3e06b88cbc96b2a8781ed7e886ad31f712e5db0da6c15c564b27c3b14bfe5,0.270209,1.300708,10.647458,12.218375
phase11_benchmark_state_v1|ms=2026081901|n=141,141,forward_plus_64_worlds,64,strategic_rule,red,late,7,7,38f3e06b88cbc96b2a8781ed7e886ad31f712e5db0da6c15c564b27c3b14bfe5,0.248958,1.250625,21.511542,23.011125
phase11_benchmark_state_v1|ms=2026081901|n=142,142,forward_only,0,strategic_rule,red,late,9,9,c52a7298ad8bf66ea5c3adb1d6797ea4aa70cfa1f5ba2d8cbff738a3e48f96fd,0.266291,1.396,0.039125,1.701416
phase11_benchmark_state_v1|ms=2026081901|n=142,142,forward_plus_16_worlds,16,strategic_rule,red,late,9,9,c52a7298ad8bf66ea5c3adb1d6797ea4aa70cfa1f5ba2d8cbff738a3e48f96fd,0.247625,1.364959,5.861958,7.474542
phase11_benchmark_state_v1|ms=2026081901|n=142,142,forward_plus_32_worlds,32,strategic_rule,red,late,9,9,c52a7298ad8bf66ea5c3adb1d6797ea4aa70cfa1f5ba2d8cbff738a3e48f96fd,0.253208,1.280209,11.656916,13.190333
phase11_benchmark_state_v1|ms=2026081901|n=142,142,forward_plus_64_worlds,64,strategic_rule,red,late,9,9,c52a7298ad8bf66ea5c3adb1d6797ea4aa70cfa1f5ba2d8cbff738a3e48f96fd,0.25475,1.304083,23.001792,24.560625
phase11_benchmark_state_v1|ms=2026081901|n=143,143,forward_only,0,strategic_rule,red,late,11,11,a7ddaf9d0272828a983d1b31a18f122373e6ad75c3d2bf3d29a62dc104cda543,0.262916,1.362959,0.044708,1.670583
phase11_benchmark_state_v1|ms=2026081901|n=143,143,forward_plus_16_worlds,16,strategic_rule,red,late,11,11,a7ddaf9d0272828a983d1b31a18f122373e6ad75c3d2bf3d29a62dc104cda543,0.261416,1.254209,6.3525,7.868125
