global_step,segment,wall_seconds,examples_consumed,train_loss_total,train_loss_policy,train_loss_value,train_loss_belief,train_legal_policy_entropy,train_legal_policy_entropy_normalized,learning_rate,grad_norm_pre_clip,grad_norm_post_clip,parameter_norm,examples_per_second,data_wait_fraction,validation_selection_score,validation_policy_ce,validation_policy_ce_ratio,validation_policy_top1,validation_policy_baseline_expected_top1,validation_value_ce,validation_value_ce_ratio,validation_value_accuracy,validation_value_brier,validation_value_baseline_brier,validation_belief_ce,validation_belief_ce_ratio,validation_belief_top1,validation_belief_baseline_top1,validation_examples,validation_games,validation_batches,validation_seconds,is_best,peak_rss_bytes,mps_current_allocated_bytes,mps_driver_allocated_bytes
7500,1,70.36625079519581,1919941,4.081837319374085,1.4828805549144746,0.5474764384031295,2.051480339050293,1.606823433637619,0.5473006570935249,0.001,2.9391370942592623,0.9999996423721313,75.33177947998047,1819.053858255854,0.046539078294048894,0.6186623655375897,1.4686390019642541,0.4622416506712802,0.49295953317265,0.0456353756232397,0.5165986742546644,0.4699062230236042,0.76580810546875,0.3106464270584011,0.6671754265886064,2.0398027427222316,0.9238392229178846,0.2762670508995263,0.20342139424874092,16384,323,64,6.675469332985813,True,1736572928,15353856,2191441920
8000,1,71.4335035799013,2047941,4.066708844184875,1.4698666560649871,0.5468608673214912,2.0499813191890714,1.582011936903,0.5385055356621742,0.001,2.9516602149009703,0.9999996461868286,77.098388671875,1791.876270730957,0.07372286679298821,0.6163691542067338,1.4364742657470777,0.45211807316683655,0.4894075859444374,0.0456353756232397,0.5194993930762722,0.4725447621710029,0.7640380859375,0.3104134701140098,0.6671754265886064,2.041139453106985,0.9244446272823619,0.27614018155908826,0.20342139424874092,16384,323,64,6.746917791999294,True,1736572928,15353856,2191441920
8500,1,70.19151987030637,2175941,4.04573259973526,1.4591854195594787,0.5387185007333756,2.0478286781311037,1.5547184267044067,0.5299567806720734,0.001,2.877400171995163,0.9999996457099914,78.85152435302734,1823.5821112936005,0.06708580095830242,0.6210402450062876,1.4358945887657468,0.45193562476096677,0.4977800329823671,0.0456353756232397,0.5357446881713018,0.48732173632995335,0.755126953125,0.3220877916950089,0.6671754265886064,2.0398560672567765,0.9238633739279428,0.275637235245209,0.20342139424874092,16384,323,64,6.854256291990168,False,1736572928,15353856,2191441920
9000,1,70.05179670690268,2303941,4.035835526943207,1.4469697595834732,0.5419082030653953,2.0469575591087343,1.5399267637729646,0.5241442007422448,0.001,2.8473692061901095,0.9999996385574341,80.64552307128906,1827.2193721961637,0.06159635363919161,0.6268712444034102,1.475818397448529,0.4645013044153485,0.4896612964607383,0.0456353756232397,0.5410737960887042,0.4921691761286805,0.7529296875,0.32544399838725957,0.6671754265886064,2.0400324365484717,0.9239432526662019,0.27822899462844275,0.20342139424874092,16384,323,64,6.587834375008242,False,1736572928,15353856,2191441920
9500,1,70.09374938304245,2431941,4.020782494544983,1.4387303881645204,0.5357186796665192,2.046333426475525,1.5684918615818024,0.5338094455003738,0.001,2.8356384398937227,0.9999996300935745,82.35775756835938,1826.1257405495078,0.05237558667509547,0.6185986627749661,1.4776381952884217,0.46507407032737647,0.48217683622986174,0.0456353756232397,0.5143292615705499,0.4678419297994439,0.76068115234375,0.31055935455553885,0.6671754265886064,2.037684788035056,0.922879988198078,0.2773816886762317,0.20342139424874092,16384,323,64,6.626697166997474,False,1736572928,15353856,2191441920
10000,1,70.01106654497562,2559882,4.011777513027191,1.4320266089439393,0.5337678107023239,2.0459830980300904,1.5539527084827423,0.5294861639142037,0.001,2.7530655176639556,0.9999996234178543,84.27914428710938,1827.4396650965139,0.0590923723239626,0.6159261410611766,1.419829498708273,0.4468792741285666,0.4847139413928707,0.0456353756232397,0.5240964156574474,0.4767262857132204,0.77056884765625,0.31000488319038416,0.6671754265886064,2.04053940840473,0.924172863341743,0.2757301217266011,0.20342139424874092,16384,323,64,6.711784792001708,True,1736572928,15353856,2191441920
10500,1,70.28693479306821,2687882,3.9751441931724547,1.3979273979663849,0.5328752838373184,2.0443415093421935,1.5253447620868683,0.5195297126173973,0.001,2.776885721206665,0.9999996380805969,86.03924560546875,1821.106587971788,0.06083002018431492,0.6086602764002839,1.3992185275836209,0.4403921460447728,0.49663833565901305,0.0456353756232397,0.5092489325940041,0.46322078321107846,0.7718505859375,0.3042828131026915,0.6671754265886064,2.036554116163554,0.9223678999450005,0.2779095557534113,0.20342139424874092,16384,323,64,6.764306917000795,True,1736572928,15353856,2191441920
11000,1,72.26757220298168,2815882,3.976823697566986,1.4024899246692657,0.5299211722016335,2.044412603855133,1.508334050655365,0.5137074554562568,0.001,2.7795554230213164,0.9999996252059936,87.70718383789062,1771.1955182399065,0.06732294446692318,0.6127064089330309,1.413172226812511,0.44478395434885987,0.5041227958898896,0.0456353756232397,0.5181173897427641,0.47128767035288743,0.76593017578125,0.3133095463088141,0.6671754265886064,2.0358469103944903,0.9220476020973454,0.27780081060446443,0.20342139424874092,16384,323,64,6.974109207993024,False,1736572928,15353856,2191441920
11500,1,72.44265186710982,2943882,3.9744160199165344,1.4052719054222107,0.5267435117959977,2.0424006032943725,1.4946880247592926,0.50881470733881,0.001,2.720705666065216,0.9999996206760406,89.37735748291016,1766.9148864788335,0.07997543711520747,0.6118555268761924,1.42481756958713,0.4484492270670521,0.49004186223518964,0.0456353756232397,0.5112608463814673,0.46505085141688635,0.763427734375,0.3105319260390615,0.6671754265886064,2.035888640997987,0.9220665021446386,0.27668390730382264,0.20342139424874092,16384,323,64,6.7407900000107475,False,1736572928,15353856,2191441920
12000,1,71.10291920686723,3071882,3.96093252325058,1.386388460993767,0.5319649392366409,2.042579123020172,1.4730612654685975,0.5013480786681175,0.001,2.6943825731277466,0.9999996132850647,91.02342224121094,1800.207381466239,0.07504207019051283,0.6095031393609555,1.3997953096984164,0.44057368331599067,0.49511607256120765,0.0456353756232397,0.5125674876525755,0.46623939272593845,0.76092529296875,0.3105085661051474,0.6671754265886064,2.035071341216764,0.9216963420409374,0.278743268562004,0.20342139424874092,16384,323,64,6.5765337080083555,False,1736572928,15353856,2191441920
12500,1,72.19088669690245,3199882,3.9597715320587157,1.3967199994325639,0.5225964669585228,2.0404550604820253,1.4778758389949798,0.5030389133095742,0.001,2.672961339235306,0.9999996151924133,92.58684539794922,1773.0769887536537,0.08622635746258053,0.6075864743900085,1.4137376931614318,0.44496193007888923,0.48699733603957884,0.0456353756232397,0.5010148363680335,0.4557309206729269,0.769775390625,0.3032082352930953,0.6671754265886064,2.035888796159425,0.9220665724182093,0.2789086518093607,0.20342139424874092,16384,323,64,6.644878665989381,True,1736572928,15353856,2191441920
13000,2,68.8414417510503,3327882,3.9473541665077208,1.3841063199043273,0.5237999794483185,2.0394478693008424,1.4724057564735413,0.5015372393131257,0.001,2.6010305199623107,0.9999996060132981,94.16712951660156,1859.3451378151465,0.05875856335928434,0.6084077476471225,1.3789629839236632,0.43401688573635094,0.49866801978942027,0.0456353756232397,0.5184113113852333,0.47155502606973454,0.76800537109375,0.3114554990201471,0.6671754265886064,2.0305560329783043,0.9196513311352817,0.2793708186923849,0.20342139424874092,16384,323,64,8.59805529199366,False,1805582336,14823168,2191441920
13500,2,69.33607530608424,3455882,3.9397318053245542,1.377145390868187,0.5233415145277976,2.03924489569664,1.441106465101242,0.4912457309961319,0.001,2.629331704378128,0.9999996129274368,95.7193603515625,1846.0808379324003,0.03699692034250629,0.603211527680447,1.3714001551744506,0.4316365496291764,0.5036153748572878,0.0456353756232397,0.5040968430619135,0.4585343621005383,0.77276611328125,0.3042470845162902,0.6671754265886064,2.030141687047221,0.9194636713116262,0.280333666365352,0.20342139424874092,16384,323,64,6.752118874996086,True,1805582336,14823168,2191441920
14000,2,71.14247526104737,3583882,3.931824521064758,1.3754239418506622,0.5179388532042504,2.038461718797684,1.4605879452228545,0.4980107739567757,0.001,2.5005570023059844,0.9999995920658111,97.28185272216797,1799.2064449588224,0.04375431665093588,0.6052245460817682,1.375853207646634,0.4330381100688181,0.500570848661677,0.0456353756232397,0.5073071069313169,0.46145446825829595,0.76776123046875,0.30760740679072757,0.6671754265886064,2.03393361739948,0.9211810599181907,0.2776603481204081,0.20342139424874092,16384,323,64,6.884466457995586,False,1805582336,14823168,2191441920
14500,2,71.37467288512562,3711882,3.9293194789886474,1.3712314140796662,0.5194211639165879,2.0386669034957885,1.4472316336631774,0.49333137810230254,0.001,2.5442294442653655,0.9999995896816254,98.82937622070312,1793.3532277760535,0.05184587632281959,0.6084772902632977,1.3769307714537773,0.43337726412386585,0.5093238614740581,0.0456353756232397,0.5185074990076519,0.471642519833472,0.76483154296875,0.3115148498960165,0.6671754265886064,2.0322357533445157,0.9204120868325553,0.2778801039422382,0.20342139424874092,16384,323,64,6.704449875003775,False,1805582336,14823168,2191441920
15000,2,72.09174979332602,3839823,3.9067531590461733,1.3575155022144318,0.5124973518848419,2.0367403116226197,1.4380248153209687,0.49019640338420867,0.001,2.5162685451507567,0.9999995948076248,100.40191650390625,1774.6968323946037,0.05362684865876449,0.6051654236887062,1.3779176973171827,0.43368789065603647,0.5018394012431815,0.0456353756232397,0.5075246570108566,0.46165235520863024,0.76666259765625,0.3069706475354422,0.6671754265886064,2.0316703787593355,0.920156025201452,0.2800074309185114,0.20342139424874092,16384,323,64,6.695938625009148,False,1805582336,14823168,2191441920
15500,2,71.63023999379948,3967823,3.9001865191459655,1.3532192851305007,0.5103459198474884,2.0366213159561157,1.4252657766342163,0.48567899531126024,0.001,2.5349512248039248,0.9999995976686478,101.91417694091797,1786.954783497585,0.04811473375550162,0.6033103324367098,1.3742847800540274,0.43254446080688563,0.49638462514271214,0.0456353756232397,0.5034116697476109,0.4579111177519053,0.7734375,0.3046608917175358,0.6671754265886064,2.0301676249584406,0.9194754187513386,0.28014562787863134,0.20342139424874092,16384,323,64,6.65124387499236,False,1805582336,14823168,2191441920
16000,2,71.65862828699755,4095823,3.8930369896888735,1.348960033774376,0.5065879629254341,2.0374889948368073,1.420668134689331,0.48418460005521774,0.001,2.533050057888031,0.9999995852708816,103.30157470703125,1786.2468632158505,0.05394213967676941,0.6031698221326086,1.3638762020807336,0.42926844930434405,0.5090701509577572,0.0456353756232397,0.5069586753935531,0.4611375294892813,0.7720947265625,0.3042538167839686,0.6671754265886064,2.0293464147789892,0.9191034876042004,0.2796630712801796,0.20342139424874092,16384,323,64,6.752938749996247,True,1805582336,14823168,2191441920
16500,2,71.99466749695421,4223823,3.893159790992737,1.3468379945755005,0.5101700599789619,2.0361517391204833,1.4150870323181153,0.4817206612229347,0.001,2.4734970252513886,0.9999995865821838,104.7813720703125,1777.9094542719452,0.050085154379707814,0.610771124002831,1.3570597236501594,0.427123020620168,0.5130026639604212,0.0456353756232397,0.5356641774582032,0.48724850252779595,0.76190185546875,0.32435023616529274,0.6671754265886064,2.0267815595134713,0.9179418488605291,0.2799100133892465,0.20342139424874092,16384,323,64,6.770383541006595,False,1805582336,14823168,2191441920
17000,2,72.6050641444017,4351823,3.8791932740211488,1.334494579553604,0.5102733616828918,2.0344253277778623,1.3972017774581909,0.4761039060354233,0.001,2.5222095777988436,0.9999995967149734,106.10391998291016,1762.9624256708214,0.057164978904448986,0.6032569726025914,1.3365745767710653,0.4206754946488629,0.5183305848027401,0.0456353756232397,0.5161392685970939,0.4694883404618727,0.76495361328125,0.312826894141922,0.6671754265886064,2.0304583340676596,0.9196070826970384,0.2787206133226401,0.20342139424874092,16384,323,64,6.848936082998989,False,1805582336,14823168,2191441920
17500,2,71.04706621298101,4479823,3.8806681656837463,1.3414319577217102,0.5047607414126396,2.0344754736423494,1.4056339333057404,0.47878889375925066,0.001,2.3948966052532197,0.999999574303627,107.46593475341797,1801.6225978464558,0.029673132337650152,0.6004171584790063,1.3531644318269505,0.42589701060695284,0.5086895851833059,0.0456353756232397,0.5018656540660725,0.45650483774025974,0.76715087890625,0.30440873286761017,0.6671754265886064,2.0287859001778727,0.9188496270898064,0.28120362755692696,0.20342139424874092,16384,323,64,6.792821791997994,True,1805582336,14823168,2191441920
18000,2,71.48013224810711,4607823,3.8644363689422607,1.3247691851854324,0.5059372255206108,2.033729957818985,1.3943890216350556,0.47510638332366945,0.001,2.417827061653137,0.9999995838403701,108.8548355102539,1790.7073752425747,0.038735424797319555,0.5994408393267958,1.3496188551286143,0.42478107045867375,0.5022199670176328,0.0456353756232397,0.4995742094340409,0.4544205039121499,0.7794189453125,0.3031228572425929,0.6671754265886064,2.029384956991459,0.9191209436095638,0.28030874560205166,0.20342139424874092,16384,323,64,6.7397986669966485,True,1805582336,14823168,2191441920
18500,2,70.30939715403656,4735823,3.8670908269882203,1.3280584050416946,0.5048492192626,2.0341832098960877,1.3986126503944396,0.476516635119915,0.001,2.4663255412578584,0.99999958050251,110.21936798095703,1820.5247830467472,0.05939420195238358,0.5964322351064109,1.3256109824994862,0.41722479648096267,0.5104655587974122,0.0456353756232397,0.49880381187761746,0.45371973826173884,0.77587890625,0.3010200680092477,0.6671754265886064,2.027687534645222,0.9183521705765312,0.27902419353011676,0.20342139424874092,16384,323,64,6.760396083991509,True,1805582336,14823168,2191441920
19000,2,70.08020574190596,4863823,3.859612190246582,1.3237006361484527,0.501676493883133,2.034235064983368,1.397576201915741,0.476190076649189,0.001,2.4514294106960297,0.9999995812177658,111.43395233154297,1826.4786560616456,0.07175100407843753,0.6017285928656176,1.3282884424318449,0.4180675042512754,0.5143980718000761,0.0456353756232397,0.5146050858882526,0.46809282390701534,0.77392578125,0.31083294146148516,0.6671754265886064,2.0291741116113444,0.919025450438562,0.280523970376009,0.20342139424874092,16384,323,64,6.697170416999143,False,1805582336,14823168,2191441920
19500,2,70.20117504926748,4991764,3.863366952896118,1.3297604534626006,0.4999850952625275,2.0336214046478274,1.3899948327541352,0.4740129932165146,0.001,2.4118004496097565,0.9999995733499527,112.74312591552734,1822.49086158758,0.0643933535556692,0.5941819553180533,1.3137255817190663,0.4134839675445916,0.5136369402511735,0.0456353756232397,0.4952976919253415,0.45053051678992856,0.77569580078125,0.3010222327926968,0.6671754265886064,2.0280832259821886,0.9185313816196395,0.28249044515279825,0.20342139424874092,16384,323,64,6.741328874995816,True,1805582336,14823168,2191441920
20000,2,70.37641033627733,5119764,3.8361523361206054,1.305126854777336,0.4979854484796524,2.033040036916733,1.3666439878940582,0.4658616250753403,0.001,2.4623252384662626,0.9999995769262314,114.1317138671875,1818.7912595766356,0.045082918889358975,0.5998132295531722,1.3417615308109816,0.4223080443729001,0.5083090194088545,0.0456353756232397,0.5036640855012325,0.45814071906396275,0.77337646484375,0.3041488415476705,0.6671754265886064,2.02909788121502,0.9189909252226537,0.2799847756791474,0.20342139424874092,16384,323,64,6.734874459012644,False,1805582336,14823168,2191441920
20500,2,70.66348353403737,5247764,3.8374619884490966,1.309432179570198,0.4938415436148644,2.0341882712841035,1.3670837137699128,0.46621564078330996,0.001,2.3954584646224975,0.9999995666742325,115.532958984375,1811.4023481214965,0.0451237820691279,0.5978695934402967,1.3271037767815783,0.41769464080086977,0.513510084993023,0.0456353756232397,0.5043230632208603,0.458740135490522,0.7740478515625,0.30520392366190274,0.6671754265886064,2.0250861866028314,0.9171740040294983,0.2820781197963747,0.20342139424874092,16384,323,64,6.8353609170007985,False,1805582336,14823168,2191441920
21000,2,70.24894694997056,5375764,3.8345534801483154,1.3073537521362304,0.49480057156085966,2.03239915060997,1.367303483724594,0.4665288810133934,0.001,2.3664216740131376,0.9999995645284653,116.86089324951172,1822.0913701547472,0.04729696896781918,0.5972987133615592,1.3246510961252587,0.4169226803983267,0.5274641633895725,0.0456353756232397,0.5019813656085982,0.456610090766677,0.7738037109375,0.3042292797592995,0.6671754265886064,2.0277122601715796,0.9183633689196739,0.2799077478653101,0.20342139424874092,16384,323,64,6.716186749996268,False,1805582336,14823168,2191441920
21500,2,70.47978016479465,5503764,3.825377555847168,1.3030302881002427,0.49057769238948823,2.031769585609436,1.371460582256317,0.4682706230282784,0.001,2.4109708161354066,0.9999995814561844,118.06853485107422,1816.1237123713004,0.05669465988192274,0.5968169492276473,1.3297782431053204,0.41853640635829936,0.5137637955093238,0.0456353756232397,0.4986959335271035,0.4536216104291245,0.77435302734375,0.30263898748580254,0.6671754265886064,2.0275565148302146,0.9182928308955178,0.280535297995691,0.20342139424874092,16384,323,64,6.703361667008721,False,1805582336,14823168,2191441920
22000,2,70.42323657806264,5631764,3.827218702316284,1.304124062180519,0.49004884469509125,2.0330457949638365,1.3630913262367248,0.4649929393529892,0.001,2.4126705758571623,0.9999995700120926,119.20065307617188,1817.581897959415,0.026346416778522935,0.5935044501427582,1.3161462508949333,0.4142458526055802,0.5178231637701383,0.0456353756232397,0.4933209975933268,0.4487324847509007,0.77679443359375,0.2987268830728235,0.6671754265886064,2.0258832811798464,0.9175350130717937,0.2807935677244398,0.20342139424874092,16384,323,64,6.760196917006397,True,1805582336,14823168,2191441920
22500,2,72.40410566479841,5759764,3.8087256627082824,1.289919838309288,0.48710050189495085,2.0317053239345553,1.3602602763175964,0.46457185107469556,0.001,2.374488445997238,0.9999995609521866,120.39710235595703,1767.8555494157747,7.512210834395703e-05,0.5939711071158322,1.3135825974091602,0.4134389644476136,0.516047190156032,0.0456353756232397,0.49583919955083533,0.45102308058406027,0.77655029296875,0.300553827445099,0.6671754265886064,2.0256983935281223,0.9174512763158229,0.2818787536899721,0.20342139424874092,16384,323,64,6.446376124993549,False,1805582336,14823168,2191441920
23000,2,70.5469252938492,5887764,3.8126192088127135,1.2949176585674287,0.48735928630828856,2.030342259168625,1.3678194103240966,0.46743099480867384,0.001,2.365248864173889,0.9999995701313019,121.55584716796875,1814.3951627493534,0.04722408700174736,0.5945082290900543,1.3192984516209676,0.4152379810080675,0.5184574400608906,0.0456353756232397,0.4955140171619806,0.45072728960402925,0.78570556640625,0.29738040421794126,0.6671754265886064,2.025937163393305,0.9175594166580661,0.2823409205729963,0.20342139424874092,16384,323,64,6.754820916001336,False,1805582336,14823168,2191441920
23500,2,70.8239671837946,6015764,3.811347414970398,1.294239535689354,0.48523987919092176,2.0318679995536804,1.3531897640228272,0.46156283348798754,0.001,2.3283899140357973,0.999999560713768,122.73111724853516,1807.2977988909945,0.06643672587171474,0.5955950215171583,1.3102659505526049,0.4123950780224149,0.5220093872891032,0.0456353756232397,0.4998218423737695,0.45464575470198587,0.771728515625,0.3036884669458868,0.6671754265886064,2.030761154260469,0.9197442318270741,0.28096801306754204,0.20342139424874092,16384,323,64,6.586001124989707,False,1805582336,14823168,2191441920
24000,2,71.11444432484859,6143764,3.7998165559768675,1.2833236912488937,0.4850566963553429,2.03143616938591,1.344776619195938,0.4586667890548706,0.001,2.30359991812706,0.9999995567798614,123.90401458740234,1799.915631981879,0.061782517109610496,0.5923130349469591,1.312960776297936,0.4132432515348487,0.5209945452238995,0.0456353756232397,0.4906677099159214,0.4463190128369755,0.78057861328125,0.2964318238029345,0.6671754265886064,2.0255340419389802,0.9173768404690529,0.2812806553707643,0.20342139424874092,16384,323,64,6.616257333007525,True,1805582336,14823168,2191441920
24500,2,71.59138773895393,6271705,3.7937166113853453,1.2804713464975357,0.48262577986717226,2.0306194908618926,1.329284426689148,0.45362361562252046,0.001,2.3499348855018614,0.9999995648860931,125.03324127197266,1787.1004326178947,0.046540602652130364,0.5931401494745971,1.306605250010736,0.41124290362229093,0.5151592033489788,0.0456353756232397,0.49365111837083764,0.4490327677663876,0.771484375,0.2996531927824557,0.6671754265886064,2.0294375803111855,0.919144777035113,0.2799371996764832,0.20342139424874092,16384,323,64,6.647184333007317,False,1805582336,14823168,2191441920
