position_id,preset_id,arm,replay,ply,unresolved,action_id,oracle_q_regret,legal,seconds,candidates,tau,tau_r,argmax_action_id,direct_action_id,changed_from_argmax,move_changed_vs_direct,matches_control,matches_oracle,search_seconds,c1_forwards,unique_worlds
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,5,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,6,12,37,3545,0.195404,1,,8,0.15,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,7,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,8,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,9,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,10,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,11,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,12,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,13,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,14,12,37,2829,0.045536,1,,8,0.15,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r000,15,12,37,3141,0.239894,1,,8,0.15,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,0,12,37,4454,0.217478,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,1,12,37,3545,0.195404,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,2,12,37,3545,0.195404,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,3,12,37,2829,0.045536,1,,8,0.3,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,4,12,37,2829,0.045536,1,,8,0.3,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,5,12,37,4454,0.217478,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,6,12,37,2829,0.045536,1,,8,0.3,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,7,12,37,3534,0.203112,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,8,12,37,3929,0.050914,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,9,12,37,2829,0.045536,1,,8,0.3,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,10,12,37,2829,0.045536,1,,8,0.3,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,11,12,37,3534,0.203112,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,12,12,37,4858,0.0,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,13,12,37,4454,0.217478,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,14,12,37,3545,0.195404,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r000,15,12,37,3141,0.239894,1,,8,0.3,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,0,12,37,1929,0.116784,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,1,12,37,3929,0.050914,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,2,12,37,2829,0.045536,1,,8,0.6,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,3,12,37,3534,0.203112,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,4,12,37,4858,0.0,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,5,12,37,2829,0.045536,1,,8,0.6,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,6,12,37,3141,0.239894,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,7,12,37,2829,0.045536,1,,8,0.6,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,8,12,37,3534,0.203112,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,9,12,37,4858,0.0,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,10,12,37,3141,0.239894,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,11,12,37,4858,0.0,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,12,12,37,3545,0.195404,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,13,12,37,2829,0.045536,1,,8,0.6,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,14,12,37,3545,0.195404,1,,8,0.6,0.0,2829,2829,1,1,0,0,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t060_r000,15,12,37,2829,0.045536,1,,8,0.6,0.0,2829,2829,0,0,1,1,0.46597,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,0,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.41725,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,1,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.44272,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,2,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.42911,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,3,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.50285,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,4,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.46909,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,5,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.46162,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,6,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.45115,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,7,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.46808,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,8,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.47331,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,9,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.44326,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,10,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.43918,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,11,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.42021,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,12,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.45569,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,13,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.47628,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,14,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.4745,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t000_r100,15,12,37,2829,0.045536,1,,8,0.0,1.0,2829,2829,0,0,1,1,0.4503,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,0,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.41725,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,1,12,37,4858,0.0,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.44272,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,2,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.42911,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,3,12,37,3534,0.203112,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.50285,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,4,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.46909,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,5,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.46162,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,6,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.45115,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,7,12,37,4858,0.0,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.46808,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,8,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.47331,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,9,12,37,4858,0.0,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.44326,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,10,12,37,3534,0.203112,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.43918,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,11,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.42021,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,12,12,37,3534,0.203112,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.45569,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,13,12,37,1929,0.116784,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.47628,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,14,12,37,3929,0.050914,1,,8,0.15,1.0,2829,2829,1,1,0,0,0.4745,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t015_r100,15,12,37,2829,0.045536,1,,8,0.15,1.0,2829,2829,0,0,1,1,0.4503,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r100,0,12,37,3929,0.050914,1,,8,0.3,1.0,2829,2829,1,1,0,0,0.41725,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r100,1,12,37,2829,0.045536,1,,8,0.3,1.0,2829,2829,0,0,1,1,0.44272,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r100,2,12,37,1929,0.116784,1,,8,0.3,1.0,2829,2829,1,1,0,0,0.42911,321,8
phase15_match_pack_v1|ms=2026082420|opp=p18|src=neutral_v1|fam=any|col=red|g=200|ply=0012,TINY,stoch_t030_r100,3,12,37,2829,0.045536,1,,8,0.3,1.0,2829,2829,0,0,1,1,0.50285,321,8
